Language_ID	Feature_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
lama1292	GB111	nan	3.0	n	"Among inflectable verbs, vowel-initial verbs take person prefixes while stop-initial verbs only take the voicing feature of the person prefixes and merge it to their initial stop (which then becomes voiced). This could also be seen as a morpho-phonological process rather than conjugation classes. 
There is also the irregular verb 'to eat'."	p.30-31	nan	nan
lama1292	GB112	nan	3.0	y	has to be checked	nan	nan	nan
lama1292	GB113	nan	2.0	n		nan	nan	nan
lama1292	GB114	nan	2.0	n		nan	nan	nan
lama1292	GB115	nan	3.0	n		nan	nan	nan
lama1292	GB116	nan	2.0	n		nan	nan	nan
lama1292	GB117	nan	2.0	n		p.8	nan	nan
lama1292	GB118	nan	2.0	y		p.8	nan	nan
lama1292	GB119	nan	2.0	y	clause-final: -əwa- 'be able to'; rehiʔ 'be unable to'	nan	nan	nan
lama1292	GB120	nan	2.0	y	clause-final: baʔa 'already' --> completion	nan	nan	nan
lama1292	GB121	nan	2.0	n		nan	nan	nan
lama1292	GB122	nan	3.0	n		nan	nan	nan
lama1292	GB123	nan	3.0	n		nan	nan	nan
lama1292	GB124	nan	2.0	n		nan	nan	nan
lama1292	GB125	nan	2.0	n		nan	nan	nan
lama1292	GB126	nan	2.0	y	"noran ""exist"""	p.45	nan	nan
lama1292	GB127	nan	3.0	n		nan	nan	nan
lama1292	GB128	nan	0.0	n		nan	nan	nan
lama1292	GB129	nan	2.0	n		nan	nan	nan
lama1292	GB130	nan	4.0	1		p.7	nan	nan
lama1292	GB131	nan	2.0	n		p.7-8	nan	nan
lama1292	GB132	nan	3.0	y		p.7-8	nan	nan
lama1292	GB133	nan	3.0	n		p.7-8	nan	nan
lama1292	GB134	nan	2.0	y		nan	nan	nan
lama1292	GB135	nan	2.0	y		p.8	nan	nan
lama1292	GB136	nan	2.0	y		nan	nan	nan
lama1292	GB137	nan	2.0	y		p.9	nan	nan
lama1292	GB138	nan	3.0	y	only prohibitive	p.9	nan	nan
lama1292	GB139	nan	2.0	y		p.9	nan	nan
lama1292	GB140	nan	3.0	y		nan	nan	nan
lama1292	GB141	nan	2.0	y	No case marking, therefore all participants have the same zero-marking.	nan	nan	nan
lama1292	GB142	nan	2.0	y	No case marking, therefore all participants have the same zero-marking.	nan	nan	nan
lama1292	GB143	nan	1.0	y	No case marking, therefore all participants have the same zero-marking.	nan	nan	nan
lama1292	GB144	nan	1.0	y	No case marking, therefore all participants have the same zero-marking.	nan	nan	nan
lama1292	GB145	nan	1.0	n		nan	nan	nan
lama1292	GB146	nan	3.0	n		nan	nan	nan
lama1292	GB147	nan	2.0	n		nan	nan	nan
lama1292	GB148	nan	2.0	n		nan	nan	nan
lama1292	GB149	nan	2.0	n		nan	nan	nan
lama1292	GB150	nan	3.0	n		nan	nan	nan
lama1292	GB151	nan	2.0	n		nan	nan	nan
lama1292	GB152	nan	3.0	n		nan	nan	nan
lama1292	GB153	nan	1.0	?	probably not	nan	nan	nan
lama1292	GB154	nan	2.0	?		nan	nan	nan
lama1292	GB155	nan	2.0	n		nan	nan	nan
lama1292	GB156	nan	2.0	n		nan	nan	nan
lama1292	GB157	nan	3.0	n		nan	nan	nan
lama1292	GB158	nan	3.0	n		nan	nan	nan
lama1292	GB159	nan	2.0	n		nan	nan	nan
lama1292	GB160	nan	5.0	?		nan	nan	nan
lama1292	GB162	nan	0.0	n		nan	nan	nan
lama1292	GB163	How many genders/noun classes are there?	?	Not known		nan	3:?;0:several;1:2;2:n	nan
lama1292	GB165	nan	2.0	n		nan	nan	nan
lama1292	GB166	nan	2.0	n		nan	nan	nan
lama1292	GB167	nan	2.0	n		nan	nan	nan
lama1292	GB168	nan	1.0	n		nan	nan	nan
lama1292	GB169	nan	0.0	n		nan	nan	nan
lama1292	GB170	Can an attributive nominal modifier denoting a property concept agree with any gender/noun class of the noun it modifies?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
lama1292	GB171	Can an adnominal demonstrative agree in gender/noun class with the noun it modifies?	?	Not known		nan	3:y;1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
lama1292	GB172	Can articles agree with the gender/noun class of the noun they modify?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement, It is not clear whether it is an article
lama1292	GB173	Are noun class and number always marked by a portmanteau morpheme on the noun?	?	Not known		nan	0:n	nan
lama1292	GB174	Are noun class and number marked by a portmanteau morpheme on the noun in singular?	?	Not known		nan	0:n	nan
lama1292	GB175	Are noun class and number marked by a portmanteau morpheme on the noun in plural?	?	Not known		nan	0:n	nan
lama1292	GB176	Can agreement of gender/noun class and number be marked by a portmanteau morpheme on other items in the noun phrase?	?	Not known		nan	0:n	nan
lama1292	GB177	nan	3.0	n		nan	nan	nan
lama1292	GB178	Are there several different singular genders/noun classes that can have the same plural gender/noun class?	?	Not known		nan	0:n	nan
lama1292	GB179	Are there genders/noun classes that cannot take number marking?	?	Not known		nan	0:n	nan
lama1292	GB181	Is number marking obligatory on certain (types of) nouns?	?	Not known		nan	1:?;2:y;0:n	nan
lama1292	GB182	Is number marking obligatory on animate nouns?	?	Not known		nan	1:?;0:n	nan
lama1292	GB183	Is number marking obligatory on human nouns?	?	Not known		nan	1:?;0:n	nan
lama1292	GB184	nan	2.0	n		nan	nan	nan
lama1292	GB185	nan	2.0	n		nan	nan	nan
lama1292	GB186	Can articles agree in number with the noun they modify?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the number of the noun is present but not called agreement, It is not clear whether it is an article
lama1292	GB187	nan	2.0	n		nan	nan	nan
lama1292	GB188	nan	2.0	n		nan	nan	nan
lama1292	GB191	nan	0.0	n		nan	nan	nan
lama1292	GB192	Are the noun's phonological properties relevant for any gender assignment?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, There is gender and it is possible that phonology influences assignment
lama1292	GB193	nan	5.0	2		p.7	nan	nan
lama1292	GB194	nan	0.0	n		nan	nan	nan
lama1292	GB195	Can a noun receive more than one noun class marker at the same time?	?	Not known		nan	0:n	nan
lama1292	GB196	nan	2.0	n		nan	nan	nan
lama1292	GB197	nan	2.0	n		nan	nan	nan
lama1292	GB198	Can a numeral used attributively agree with any gender/noun class of the noun it modifies?	?	Not known		nan	3:y;1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
lama1292	GB199	Can verbs agree with the gender/noun class of the nominal object?	?	Not known		nan	1:y;0:n	nan
lama1292	GB200	nan	1.0	n		nan	nan	nan
lama1292	GB202	nan	0.0	n		nan	nan	nan
lama1292	GB203	nan	7.0	?		nan	nan	nan
lama1292	GB204	nan	3.0	?		nan	nan	nan
lama1292	GB205	Is number marking prohibited on inanimate nouns?	?	Not known		nan	1:?;0:n	nan
lama1292	GB206	Is number marking prohibited on mass nouns?	?	Not known		nan	1:?;0:n	nan
lama1292	GB207	Is number marking optional on certain (types of) nouns?	?	Not known		nan	2:?;1:y;0:n	nan
lama1292	GB208	Can singular number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB209	Can singular number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB210	Can singular number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
lama1292	GB211	Can singular number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
lama1292	GB212	Can dual number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB213	Can dual number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB214	Can dual number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
lama1292	GB215	Can dual number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
lama1292	GB216	Can dual number be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
lama1292	GB217	Can plural number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB218	Can plural number be marked by a suffix on the noun?	?	Not known		nan	1:y;0:n	nan
lama1292	GB219	Can plural number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
lama1292	GB220	Can plural number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
lama1292	GB221	Can plural number be marked by reduplication on the noun?	?	Not known		nan	1:y;0:n	nan
lama1292	GB222	Can trial number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB223	Can trial number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB224	Can trial number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
lama1292	GB225	Can trial number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
lama1292	GB226	Can trial number be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
lama1292	GB227	Can paucal number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB228	Can paucal number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB229	Can paucal number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
lama1292	GB230	Can paucal number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
lama1292	GB231	Can paucal number be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
lama1292	GB232	Can diminutive be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB234	Can diminutive be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB235	Can diminutive be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
lama1292	GB236	Can diminutive be marked by tone on the noun?	?	Not known		nan	0:n	nan
lama1292	GB237	Can diminutive be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
lama1292	GB238	Can diminutive be marked by noun class selection?	?	Not known		nan	0:n	nan
lama1292	GB239	Can augmentative be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB240	Can augmentative be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB241	Can augmentative be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
lama1292	GB242	Can augmentative be marked by tone on the noun?	?	Not known		nan	0:n	nan
lama1292	GB243	Can augmentative be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
lama1292	GB244	Can augmentative be marked by noun class selection?	?	Not known		nan	0:n	nan
lama1292	GB245	Can gender/noun class be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB246	Can gender/noun class be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
lama1292	GB247	Can gender/noun class be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
lama1292	GB248	Can gender/noun class be marked by tone on the noun only?	?	Not known		nan	0:n	nan
lama1292	GB249	nan	0.0	n		nan	nan	nan
lama1292	GB250	nan	3.0	n	It is possible to use the existantial noran with the possessor as subject and the possessum as object.	p.45	nan	nan
lama1292	GB251	nan	0.0	y	"noran ""exist"""	p.45	nan	nan
lama1292	GB252	nan	3.0	n		nan	nan	nan
lama1292	GB253	nan	3.0	n		nan	nan	nan
lama1292	GB254	nan	3.0	n		nan	nan	nan
lama1292	GB255	nan	2.0	n		nan	nan	nan
lama1292	GB256	nan	2.0	n		nan	nan	nan
lama1292	GB257	nan	2.0	y		nan	nan	nan
lama1292	GB258	nan	1.0	?		nan	nan	nan
lama1292	GB259	nan	1.0	?		nan	nan	nan
lama1292	GB260	nan	2.0	n		nan	nan	nan
lama1292	GB261	nan	2.0	?		nan	nan	nan
lama1292	GB262	nan	3.0	?		nan	nan	nan
lama1292	GB263	nan	3.0	?		nan	nan	nan
lama1292	GB264	nan	3.0	?		nan	nan	nan
lama1292	GB265	nan	5.0	?		nan	nan	nan
lama1292	GB266	nan	5.0	?		nan	nan	nan
lama1292	GB267	nan	3.0	?		nan	nan	nan
lama1292	GB268	nan	3.0	?		nan	nan	nan
lama1292	GB269	nan	2.0	?		nan	nan	nan
lama1292	GB270	nan	5.0	?		nan	nan	nan
lama1292	GB271	nan	2.0	?		nan	nan	nan
lama1292	GB272	nan	2.0	?		nan	nan	nan
lama1292	GB273	nan	5.0	?		nan	nan	nan
lama1292	GB274	nan	3.0	?		nan	nan	nan
lama1292	GB275	nan	5.0	?		nan	nan	nan
lama1292	GB276	nan	5.0	?		nan	nan	nan
lama1292	GB277	nan	3.0	?		nan	nan	nan
lama1292	GB278	nan	1.0	n		nan	nan	nan
lama1292	GB279	Is there variation in conflation of core participants based on TAM distinctions?	?	Not known		nan	4:?;3:no data;0: absent;1: present;2:n	Not mentioned
lama1292	GB280	Are variation in conflation of core participants based on verb classes?	?	Not known		nan	3:?;2:no data;0:y;1:n	nan
lama1292	GB281	Is there variation in conflation of core participants based on clause type, e.g. main vs. subordinate?	?	Not known		nan	4:?;3:no data;0: absent;1: present;2:n	Not mentioned
lama1292	GB282	Are variation in conflation of core participants based on person distinctions?	?	Not known		nan	3:?;2:no data;0:y;1:n	nan
lama1292	GB283	Can verbs agree with the gender/noun class of the nominal subject?	?	Not known		nan	1:y;0:n	nan
lama1292	GB284	nan	0.0	n		nan	nan	nan
lama1292	GB285	nan	2.0	n		nan	nan	nan
lama1292	GB286	nan	2.0	n		nan	nan	nan
lama1292	GB287	nan	1.0	y?		nan	nan	nan
lama1292	GB288	nan	0.0	n		nan	nan	nan
lama1292	GB289	nan	0.0	n		nan	nan	nan
lama1292	GB290	nan	1.0	n		nan	nan	nan
lama1292	GB291	nan	3.0	?		nan	nan	nan
lama1292	GB292	nan	2.0	?		nan	nan	nan
lama1292	GB294	nan	2.0	?		nan	nan	nan
lama1292	GB295	nan	3.0	?		nan	nan	nan
lama1292	GB296	nan	3.0	?		nan	nan	nan
lama1292	GB297	Can polar interrogation be marked by a construction of the type “V Neg V”?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB298	Can standard negation be marked by negative auxiliaries?	?	Not known		nan	0: absent;1: present	Not mentioned, Unclear whether it should count as an auxiliary given that no verbs carry inflection
lama1292	GB299	Can standard negation be marked by a freestanding particle?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB300	Is there a verb for the function 'give' that is suppletive for any grammatical category?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB301	Does the language have inclusory constructions productively?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB302	Is there a dedicated, obligatory and productive construction that marks passive voice, not morphologically on the verb nor on the A argument?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but it is unclear whether it is morphologically bound
lama1292	GB303	Is there a dedicated, obligatory, productive construction that marks antipassive voice, not morphologically on the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but it is unclear whether it is morphologically bound
lama1292	GB304	Can the A argument be overtly expressed in a passive clause or be overtly marked to signal a passive clause?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB305	Are there phonologically independent reflexive pronouns?	?	Not known		nan	0: absent;1: present	Not mentioned, Not clear if they are phonologically independent
lama1292	GB306	Are there reciprocal pronouns that are not-bipartite?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB307	Are there bipartite reciprocal pronouns?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB308	Can tense be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
lama1292	GB309	Are there multiple past or future tenses, distinguishing distance from Time of Reference, in any form?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
lama1292	GB310	Can aspect be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
lama1292	GB311	Can mood be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
lama1292	GB312	Can modal distinctions be marked on the verb, productively, dedicatedly and obligatorily?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
lama1292	GB313	Are there possessive pronouns?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB314	Can augmentative be marked productively by a system of nominal classification?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB315	Can diminutive be marked productively by a system of nominal classification?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB316	Can singular number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
lama1292	GB317	Can dual number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
lama1292	GB318	Can plural number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
lama1292	GB319	Can trial number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
lama1292	GB320	Can paucal number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
lama1292	GB321	Is there an open class of noun stems that are assigned to gender/noun class categories arbitrarily?	?	Not known		nan	0: absent;1: present	Not mentioned, There may be a gender or noun class system but it seems to be semantic
lama1292	GB322	Does the language encode direct evidentiality (perceived with senses)?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB323	Does the language encode indirect evidentiality (hearsay, inference, etc.)?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB324	Are some content interrogatives (who?, what?, etc.) expressed in interrogative verbs?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB325	Is there a count/mass distinction in content interrogatives (e.g. English how many vs. how much)?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB326	Do (nominal) content interrogatives normally or frequently occur in situ (i.e. in the normal position for a non-interrogative NP in the same participant role)?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB327	Can the relative clause follow the noun?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB328	Can the relative clause precede the noun?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB329	Are there internally-headed relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB330	Are there correlative relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB331	Are there adjoined relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB332	Are there double-headed relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB333	nan	2.0	y		nan	nan	nan
lama1292	GB334	Is there synchronic evidence for any element of a quinary counting system?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB335	Is there synchronic evidence for any element of a vigesimal counting system?	?	Not known		nan	0: absent;1: present	Not mentioned
lama1292	GB336	nan	2.0	n		nan	nan	nan
lama1292	GB502	nan	2.0	2		p.38	nan	nan
lama1292	GB503	nan	0.0	y		nan	nan	nan
lama1292	GB508	Are there core adjectives (elements denoting property concepts) that act like nouns?	?	Not known		nan	0:n	nan
lama1292	GB509	nan	0.0	y		nan	nan	nan
lama1292	GB510	nan	0.0	y		nan	nan	nan
lama1292	GB511	nan	1.0	n		nan	nan	nan
lama1292	GB512	Is there an opposition between three or more elevation terms in the demonstrative system?	?	Not known		nan	2:?;0:y;1:n	nan
lama1292	GB514	nan	0.0	n		nan	nan	nan
lama1292	GB515	nan	0.0	n		nan	nan	nan
lama1292	GB516	nan	0.0	1		nan	nan	nan
lama1292	GB517	nan	1.0	n		nan	nan	nan
