Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
GB054	sawi1256	Is plant status a relevant category in any noun class/gender system?	?	Not known		nan	1: present;2:n;0: absent	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
GB055	sawi1256	Does the language only have a gender distinction in 3rd person pronouns?	1	n/a		nan	1:n/a;0:n	
GB056	sawi1256	Is there concord within the NP, i.e. agreement of elements within the NP with the noun class of a noun?	2	n/a		nan	2:n/a;1:y;0:n	
GB057	sawi1256	Are there numeral classifiers?	3	y		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, There are but they also have other functions such as classifying demonstratives, There are words with specific numeral meanings such as 'ten coconuts', There are different numerals used with different nouns
GB058	sawi1256	Are there possessive classifiers?	2	n		nan	1: present;2:n;0: absent	Not mentioned, There are but they also have other functions such as classifying demonstratives, There are words with specific possessive meaning such as 'my house', The classifiers reflect properties of the possessor rather than the possessum
GB059	sawi1256	Is alienable/inalienable a relevant distinction?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned
GB060	sawi1256	Are there different possessive constructions?	0	y		nan	0:y;1:n	
GB061	sawi1256	Can possession be marked by a prefix?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB062	sawi1256	Can possession be marked by a suffix?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB063	sawi1256	Can possession be marked on the nominal possessor?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB064	sawi1256	Can possession be marked on the nominal possessee?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB065	sawi1256	What is the order of possessor and possessed in the attributive possessive construction?	5	1		nan	2:Possessed-Possessor;1:Possessor-Possessed;5:1;4:both;6:3	Not mentioned, Pronouns use the opposite order
GB066	sawi1256	Are there different orders of elements in a possessive phrase for different classes of possession?	0	n		nan	1:y;0:n	
GB067	sawi1256	What is the counting system?	0	2		nan	2:decimal;1:1;0:2	
GB068	sawi1256	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) act like verbs in predicative position?	2	y		Kr2014:381	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Neither verbs nor adjectives receive marking, Some TAM and voice marking on verbs is not shared by adjectives
GB069	sawi1256	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, Neither verbs nor adjectives receive marking, Some TAM and voice marking on verbs is not shared by adjectives
GB070	sawi1256	Is there case marking for core nominal NPs (i.e., S, A or O function)?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB071	sawi1256	Is there case marking for core pronouns?	3	y	3 paradigms	Kr2014:390	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB072	sawi1256	Is there case marking for oblique nominal NPs?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB073	sawi1256	Is there case marking for oblique pronouns?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB074	sawi1256	Are there prepositions?	2	n		nan	3:?;1: present;4:y;2:n;0: absent	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs, Only one or very few
GB075	sawi1256	Are there postpositions?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs, Only one or very few
GB076	sawi1256	Are there adpositions to mark core NPs?	5	n/a		nan	4:?;0: absent;5:n/a;1: present;3:y;2:n	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs
GB077	sawi1256	Are there adpositions to mark oblique NPs?	5	n/a		nan	4:?;0: absent;5:n/a;1: present;3:y;2:n	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs
GB078	sawi1256	Is there a distinction between locational and directional adpositions?	3	n/a		nan	3:n/a;2:?;1:y;0:n	
GB079	sawi1256	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	3	y		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, Only one or very few
GB080	sawi1256	Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	3	n		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, Only one or very few
GB081	sawi1256	Can infixation be used on verbs for derivational, aspectual, or voice-changing purposes?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, It is a type of reduplication, Some other doubt about why it is an infix
GB082	sawi1256	Is there present tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is described as non-past rather than specifically present, The marker conveys both tense and aspect, The markers are adjacent to the verb but not treated as morphologically bound
GB083	sawi1256	Is there past tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB084	sawi1256	Is there future tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is described as conveying non-past rather than specifically future, The markers are adjacent to the verb but not treated as morphologically bound
GB085	sawi1256	Are there multiple past or future tenses, distinguishing distance from Time of Reference, marked on the verb?	1	n/a		nan	1:n/a;0:n	
GB086	sawi1256	Is a distinction between punctual/continuous aspect available as a morphological choice?	3	n	aspect is encoded with free forms	nan	1: present;2:y;3:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB087	sawi1256	Is a distinction between realis/irrealis mood available as a morphological choice?	2	n	mood is encoded with enclitics	Kr2014:421-23	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, It is called 'realis'/'irrealis' by the grammar
GB088	sawi1256	Is there an apprehensive modal category marked on the verb also known as 'evitative', 'lest', etc.?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, There is a marker but it has other functions
GB089	sawi1256	Is the S participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB090	sawi1256	Is the S participant (at least sometimes) marked by a prefix/proclitic?	2	y		Kr2014:396-387	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB091	sawi1256	Is the A participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	3:?;1: present;4:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB092	sawi1256	Is the A participant (at least sometimes) marked by a prefix/proclitic?	3	y		Kr2014:396-387	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB093	sawi1256	Is the O participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB094	sawi1256	Is the O participant (at least sometimes) marked by a prefix/proclitic?	2	y		Kr2014:398-99 ex (118a) (120b), p. 406	1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB095	sawi1256	Are variations in marking strategies of core participants based on TAM distinctions?	2	n		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned
GB096	sawi1256	Are variations in marking strategies of core participants based on verb classes?	2	y		nan	4:n/a;1: present;2:y;3:n;0: absent	Not mentioned
GB097	sawi1256	Are variations in marking strategies of core participants based on clause type, e.g. main vs. subordinate?	2	n		nan	4:?;3:no data;0: absent;5:n/a;1: present;2:n	Not mentioned
GB098	sawi1256	Are variations in marking strategies of core participants based on person distinctions?	2	n		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned
GB099	sawi1256	Do verb stems alter according to the person of a core participant?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned
GB100	sawi1256	Is number ever marked separately from person on the verb?	0	n		nan	1:y;0:n	
GB101	sawi1256	Are person, number and any TAM category (i.e. 3 or more categories in all) marked by portmanteau morphemes on verbs?	0	n		nan	0:n	
GB102	sawi1256	Are categories such as person, number, gender related to a single participant discontinuously marked on a verb?	0	n		nan	0:n	
GB103	sawi1256	Are benefactive nominals marked on the verb?	3	y		Kr2014:430 ex (191)	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB104	sawi1256	Can instruments be marked on the verb?	2	n	serial verb constructions are used, using the verb wii 'use'.	nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB105	sawi1256	Can recipients be treated as a transitive object, i.e. as Direct Object?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned
GB106	sawi1256	Are there syntactically ditransitive verbs?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Only one or very few such as 'give'
GB107	sawi1256	Is negation marked morphologically on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the property word but not treated as morphologically bound
GB108	sawi1256	Can locative or direction be morphologically marked on the verb?	3	n		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB109	sawi1256	Are there suppletive verbs for number of participants?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Only one example
GB110	sawi1256	Are there suppletive verbs for tense or aspect?	2	n		nan	1: present;2:n;0: absent	Not mentioned, One or very few, Unclear whether the suppletive pattern is a conjugation class
GB111	sawi1256	Are there conjugation classes?	2	y	there are verbal inflectional classes	Kr2014: 407	1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, They are transitive versus intransitive verbs
GB112	sawi1256	Are there (several) verbs which can be used either transitively or intransitively with no morphological marking?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, There are only very few examples are or restricted in some way
GB113	sawi1256	Is there transitivising morphology (include clitics)?	3	y	applicative prefixes increase verbal valency	nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB114	sawi1256	Is there morphology (include clitics) to mark a reflexive action?	2	n		nan	5:?;0: absent;4:no data;1: present;3:y;2:n	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB115	sawi1256	Is there morphology (include clitics) to mark a reciprocal action?	2	y	the distributive prefix	Kr2014: 390	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB116	sawi1256	Do verbs classify the shape, size, consistency or position of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Perhaps some examples but it does not seem to be a systematic feature of verbs, Resembles the noun class system, Resembles the noun classifier system
GB117	sawi1256	Is there a copula for predicate nominals?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, There is but it is not obligatory, There is but it is restricted such as in the past tense only, There is but it is a demonstrative
GB118	sawi1256	Are there serial verb constructions?	2	y		nan	1: present;2:y;0: absent	Not mentioned, Hard to distinguish from verb compounding, Limited to some verbs e.g. English 'go buy food'
GB119	sawi1256	Are there modal auxiliaries?	2	y	If 'modal' is considered the same as 'mood': Sawila has particles expressing realis, irrealis, prohibitive, conditional etc. 	Kr2014: 421	5:?;0: absent;4:no data;1: present;2:y;3:n	
GB120	sawi1256	Are there aspectual auxiliaries?	2	y		Kr2014:419	1: present;2:y;3:n;0: absent	
GB121	sawi1256	Are there tense auxiliaries?	2	n		nan	1: present;3:y;2:n;0: absent	
GB122	sawi1256	Is verb compounding a regular process?	3	n		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Hard to distinguish from serial verb constructions
GB123	sawi1256	Are there verb-adjunct (aka light-verb) constructions?	2	y	"My eye (is) good' for ""I am alive"""	Kr2014:389	1: present;2:y;3:n;0: absent	Not mentioned
GB124	sawi1256	Is incorporation of nouns into verbs a productive intransitivizing process?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The noun appears adjacent to the verb but is not treated as morphologically bound
GB125	sawi1256	Is there productive incorporation of non-nominal elements (adjectives, locatives, etc.) into verbs?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB126	sawi1256	Is there one or more existential verb?	2	y	mara 'exist'	Kr2014: 371 ex (36)	4:?;1: present;2:y;3:n;0: absent	Not mentioned, It exists but is the same as the copula, It exists but also encodes position
GB127	sawi1256	Are there positional (classificatory) verbs?	6	?		nan	6:?;0: absent;5:no data;2:y;1: present;3:n;4:y?	Not mentioned, They are not fully obligatory
GB128	sawi1256	Is the verb 'give' morphologically peculiar (different from most other verbs)?	1	y	bound form -rani 'give' displays person marking of the recipient fuse with the applicative prefix wii- as wee-.This prefix changes when combined with other person prefixes	Kr2014: 429-430	1:y;0:n	
GB129	sawi1256	Is there a notably small number, i.e. about 100 or less, of verbs in the language?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB130	sawi1256	What is the pragmatically unmarked order of S and V in intransitive clauses?	4	1		nan	3: both;4:1;1: SV;2: VS	Not mentioned, Pronouns have opposite order, Different depending on clause type or TAM etc., Occurs with a type of focus construction
GB131	sawi1256	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?	2	n		nan	1: present;2:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB132	sawi1256	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB133	sawi1256	Is a pragmatically unmarked constituent order verb-final for transitive clauses?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB134	sawi1256	Is the order of constituents the same in main and subordinate clauses?	2	y		nan	4:n/a;3:?;1: present;2:y;0: absent	Not mentioned, Only in some type of subordinate clauses, Order is more restricted in main clauses, Order is more restricted in subordinate clauses
GB135	sawi1256	Do clausal objects occur in the same position as nominal objects?	2	y		nan	4:?;0: absent;5:n/a;1: present;2:y;3:n	Not mentioned
GB136	sawi1256	Is constituent order fixed?	2	y		nan	1: present;2:y;0: absent	Not mentioned that there is any variation, There is variation due to topicalisation and focus
GB137	sawi1256	Can negation be marked clause-finally?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, Only in some sentences where a normally initial element such as the subject is not present, Negation is marked on the verb which appears clause-initially
GB138	sawi1256	Can negation be marked clause-initially?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Only in some sentences where a normally final element such as the direct object is not present, Negation is marked on the verb which appears clause-finally
GB139	sawi1256	Is there a difference between imperative and declarative negation?	2	y	naanu 'NEG', tirea 'prohibitive', 	nan	3:?;1: present;2:y;0: absent	Not mentioned, Difference in word order, Difference in the form of the negator, Difference in the presence of a particular element which is not analysed as part of the negator
GB140	sawi1256	Are verbal and non-verbal predicates marked by the same negator?	3	y		Kr2014:373 (44c), 374	4:?;1: present;3:y;2:n;0: absent	Not mentioned, A special negator or negative form of the verb is used for existential meanings, A special negator or negative form of the copula is used with nominal predicates, A special negator or negative form of the copula is used with predicative adjectives, Other negative forms but which are discounted by the clarifying comment
GB141	sawi1256	Are S and O conflated morphologically in at least some basic constructions, i.e. simple main clauses?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned
GB142	sawi1256	Are S and A conflated morphologically in at least some basic constructions, i.e. simple main clauses?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned
GB143	sawi1256	Are S and O conflated morphologically across clause boundaries, i.e. acting as syntactic pivot?	0	n		nan	2:no data;3:?;1:y;0:n	
GB144	sawi1256	Are S and A conflated morphologically across clause boundaries, i.e. acting as syntactic pivot?	0	n		nan	2:no data;3:?;1:y;0:n	
GB145	sawi1256	Do S and O operate in the same way, and differently from A, for the purpose of any syntactic construction?	0	y	P and S may both be prefixed on the verb	Kr2014:406	2:?;0:y;1:n	
GB146	sawi1256	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?	2	y		Kr2014:390	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The experiencer is expressed as an object, Only for mental states and emotions, There are verbs with unusual case frames but not necessarily controlled versus uncontrolled
GB147	sawi1256	Is there a morphologically marked passive construction?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB148	sawi1256	Is there a morphologically marked antipassive?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB149	sawi1256	Is there a morphologically marked inverse?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB150	sawi1256	Is there clause chaining?	5	?		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Hard to distinguish from serial verb constructions
GB151	sawi1256	Is there a morphologically-marked switch reference system?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned
GB152	sawi1256	Is there a morphologically marked distinction between simultaneous and sequential clauses?	2	y		Kr2014:421	4:?;1: present;2:y;3:n;0: absent	Not mentioned, There is a marker adjacent to the verb but not treated as morphologically bound
GB153	sawi1256	Is the verb 'say' or a quotative construction used in desiderative constructions?	0	n		Kr2014:396 ex (113b)	1:?;2:y;0:n	
GB154	sawi1256	Are causatives formed by serial verb constructions?	0	y	using the verb pi 'make' in a serial verb construction	Kr2014: 428 ex (184), 434 ex (139)	2:?;0:y;1:n	
GB155	sawi1256	Are causatives formed by affixes/clitics?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB156	sawi1256	Are causatives formed by constructions involving 'say'?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB157	sawi1256	Is there tail-head linkage?	2	y	Yes, repeating the same verb, or using a verb such as amane 'doing so…'	F. Kratochvíl p.c. 2016	6:?;0: absent;5:no data;1: present;4:no d ata;2:y;3:n	Not mentioned
GB158	sawi1256	Are verbs reduplicated?	2	y		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Some examples but not productive, Possible partial reduplication, There are instances of repeated verbs but that does not count as reduplication
GB159	sawi1256	Are nouns reduplicated?	3	y	Not really, reduplication is possible, but it is not a productive process to mark number or other grammatical category.	F. Kratochvíl p.c. 2016	5:?;0: absent;4:no data;1: present;3:y;2:n	Not mentioned, Some examples but not productive, Possible partial reduplication, The prototypical noun 'book book' type reduplication is known to exist but not other types
GB160	sawi1256	Are elements apart from verbs or nouns reduplicated?	5	?		nan	5:?;0: absent;3:no data;1: present;2:y;4:n	Not mentioned, Numerals are reduplicated, Adjectives are reduplicated but are arguably a type of verb, Possible partial reduplication
GB162	sawi1256	Is there a distinction between masculine and feminine in 1st person pronouns?	0	n		nan	0:n	
GB163	sawi1256	How many genders/noun classes are there?	4	n/a		nan	4:n/a;3:?;2:n;1:2;0:several	
GB165	sawi1256	Can trial number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB166	sawi1256	Can paucal number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB167	sawi1256	Are there logophoric pronouns for the 3rd person?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB168	sawi1256	Is there a distinction between inanimate and animate in 3rd person singular pronouns?	1	n		nan	0:y;1:n	
GB169	sawi1256	Is there a distinction between masculine and feminine in 3rd person singular pronouns?	0	n		nan	0:n	
GB170	sawi1256	Can an attributive nominal modifier denoting a property concept agree with any gender/noun class of the noun it modifies?	3	n/a		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
GB171	sawi1256	Can an adnominal demonstrative agree in gender/noun class with the noun it modifies?	4	n/a		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
GB172	sawi1256	Can articles agree with the gender/noun class of the noun they modify?	3	n/a		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement, It is not clear whether it is an article
GB173	sawi1256	Are noun class and number always marked by a portmanteau morpheme on the noun?	1	n/a		nan	1:n/a;0:n	
GB174	sawi1256	Are noun class and number marked by a portmanteau morpheme on the noun in singular?	1	n/a		nan	1:n/a;0:n	
GB175	sawi1256	Are noun class and number marked by a portmanteau morpheme on the noun in plural?	1	n/a		nan	1:n/a;0:n	
GB176	sawi1256	Can agreement of gender/noun class and number be marked by a portmanteau morpheme on other items in the noun phrase?	1	n/a		nan	1:n/a;0:n	
