Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
GB037	abui1241	Is the opposition visible-non-visible marked on demonstratives?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned
GB038	abui1241	Are there demonstrative classifiers?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned, The demonstrative classifier system is the same as another classifier system, Demonstratives agree with what is treated as noun classes
GB039	abui1241	Are there declensions (partly) determined by number of the noun?	2	n		nan	1: present;2:n;0: absent	Not mentioned, There are different forms for marking number depending on the noun class, There are different forms for marking number which seem to be phonologically conditioned, The markers are adjacentbut not treated as bound
GB040	abui1241	Are there declensions (partly) determined by gender of the noun?	1	n/a		nan	1:n/a;0:n	
GB041	abui1241	Are there nouns which are suppletive for number?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB042	abui1241	Can singular number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB043	abui1241	Can dual number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB044	abui1241	Can plural number be marked on the noun itself?	2	n	plural word 'loku'. Moku loku 'children'	nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB045	abui1241	Is number marking prohibited on certain (types of) nouns?	3	n/a		nan	3:n/a;2:?;1:y;0:n	
GB046	abui1241	Are there associative plurals?	2	y		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned
GB047	abui1241	Is there a productive morphologically marked Action/state nominalization (arrive/arrival)?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound, The marker is also a noun
GB048	abui1241	Is there a productive morphologically marked Agentive nominalization (sing-er)?	2	n	loku : PL The plural marker nominalizes VP, e.g. firai 'run', firai loku 'runners'	nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound, The marker means 'person' or similar
GB049	abui1241	Is there a productive morphologically marked Object nominalization (sing; song)?	2	n	gereja he-ì [church put] some nominalizations exist, but they seem to be lexicalized and the process does not seem to be productive	nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound, The marker means 'thing' or similar
GB050	abui1241	Are there noun classes/genders?	1	n	there are classifiers, but we do not consider them to be gender/noun classes distinction	Kratochvil (2007:164)	2:?;0:y;1:n	
GB051	abui1241	Is sex a relevant category in any noun class/gender system?	3	n/a		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
GB052	abui1241	Is shape a relevant category in any noun class/gender system?	4	n/a	see p. 10	nan	4:n/a;1: present;2:y;3:n;0: absent	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
GB053	abui1241	Is animacy (without reference to sex) a relevant category in any noun class/gender system?	4	n/a		nan	4:n/a;1: present;2:y;3:n;0: absent	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
GB054	abui1241	Is plant status a relevant category in any noun class/gender system?	?	Not known		nan	1: present;2:n;0: absent	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
GB055	abui1241	Does the language only have a gender distinction in 3rd person pronouns?	1	n/a		p 76	1:n/a;0:n	
GB056	abui1241	Is there concord within the NP, i.e. agreement of elements within the NP with the noun class of a noun?	2	n/a		nan	2:n/a;1:y;0:n	
GB057	abui1241	Are there numeral classifiers?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, There are but they also have other functions such as classifying demonstratives, There are words with specific numeral meanings such as 'ten coconuts', There are different numerals used with different nouns
GB058	abui1241	Are there possessive classifiers?	2	n		nan	1: present;2:n;0: absent	Not mentioned, There are but they also have other functions such as classifying demonstratives, There are words with specific possessive meaning such as 'my house', The classifiers reflect properties of the possessor rather than the possessum
GB059	abui1241	Is alienable/inalienable a relevant distinction?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned
GB060	abui1241	Are there different possessive constructions?	0	y	some body parts are inalienably possessed.	nan	0:y;1:n	
GB061	abui1241	Can possession be marked by a prefix?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB062	abui1241	Can possession be marked by a suffix?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB063	abui1241	Can possession be marked on the nominal possessor?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB064	abui1241	Can possession be marked on the nominal possessee?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB065	abui1241	What is the order of possessor and possessed in the attributive possessive construction?	5	1		nan	2:Possessed-Possessor;1:Possessor-Possessed;5:1;4:both;6:3	Not mentioned, Pronouns use the opposite order
GB066	abui1241	Are there different orders of elements in a possessive phrase for different classes of possession?	0	n		nan	1:y;0:n	
GB067	abui1241	What is the counting system?	0	2		nan	2:decimal;1:1;0:2	
GB068	abui1241	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) act like verbs in predicative position?	2	y		own data	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Neither verbs nor adjectives receive marking, Some TAM and voice marking on verbs is not shared by adjectives
GB069	abui1241	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?	2	y	I would argue for yes, because they can take the same morphology. However, one difference is that they do not require embedding in a relative clause with the linker ba	nan	1: present;2:y;3:n;0: absent	Not mentioned, Neither verbs nor adjectives receive marking, Some TAM and voice marking on verbs is not shared by adjectives
GB070	abui1241	Is there case marking for core nominal NPs (i.e., S, A or O function)?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB071	abui1241	Is there case marking for core pronouns?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB072	abui1241	Is there case marking for oblique nominal NPs?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB073	abui1241	Is there case marking for oblique pronouns?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB074	abui1241	Are there prepositions?	2	n		nan	3:?;1: present;4:y;2:n;0: absent	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs, Only one or very few
GB075	abui1241	Are there postpositions?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs, Only one or very few
GB076	abui1241	Are there adpositions to mark core NPs?	5	n/a		nan	4:?;0: absent;5:n/a;1: present;3:y;2:n	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs
GB077	abui1241	Are there adpositions to mark oblique NPs?	5	n/a		nan	4:?;0: absent;5:n/a;1: present;3:y;2:n	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs
GB078	abui1241	Is there a distinction between locational and directional adpositions?	3	n/a		nan	3:n/a;2:?;1:y;0:n	
GB079	abui1241	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, Only one or very few
GB080	abui1241	Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	2	y		Kratochvil (2007:110)	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, Only one or very few
GB081	abui1241	Can infixation be used on verbs for derivational, aspectual, or voice-changing purposes?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, It is a type of reduplication, Some other doubt about why it is an infix
GB082	abui1241	Is there present tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is described as non-past rather than specifically present, The marker conveys both tense and aspect, The markers are adjacent to the verb but not treated as morphologically bound
GB083	abui1241	Is there past tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB084	abui1241	Is there future tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is described as conveying non-past rather than specifically future, The markers are adjacent to the verb but not treated as morphologically bound
GB085	abui1241	Are there multiple past or future tenses, distinguishing distance from Time of Reference, marked on the verb?	1	n/a		nan	1:n/a;0:n	
GB086	abui1241	Is a distinction between punctual/continuous aspect available as a morphological choice?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB087	abui1241	Is a distinction between realis/irrealis mood available as a morphological choice?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, It is called 'realis'/'irrealis' by the grammar
GB088	abui1241	Is there an apprehensive modal category marked on the verb also known as 'evitative', 'lest', etc.?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, There is a marker but it has other functions
GB089	abui1241	Is the S participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB090	abui1241	Is the S participant (at least sometimes) marked by a prefix/proclitic?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB091	abui1241	Is the A participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	3:?;1: present;4:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB092	abui1241	Is the A participant (at least sometimes) marked by a prefix/proclitic?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB093	abui1241	Is the O participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB094	abui1241	Is the O participant (at least sometimes) marked by a prefix/proclitic?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB095	abui1241	Are variations in marking strategies of core participants based on TAM distinctions?	2	n		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned
GB096	abui1241	Are variations in marking strategies of core participants based on verb classes?	2	y		nan	4:n/a;1: present;2:y;3:n;0: absent	Not mentioned
GB097	abui1241	Are variations in marking strategies of core participants based on clause type, e.g. main vs. subordinate?	2	n		nan	4:?;3:no data;0: absent;5:n/a;1: present;2:n	Not mentioned
GB098	abui1241	Are variations in marking strategies of core participants based on person distinctions?	2	n		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned
GB099	abui1241	Do verb stems alter according to the person of a core participant?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned
GB100	abui1241	Is number ever marked separately from person on the verb?	0	n		nan	1:y;0:n	
GB101	abui1241	Are person, number and any TAM category (i.e. 3 or more categories in all) marked by portmanteau morphemes on verbs?	0	n	number and person are marked by a portmanteau prefix, but aspect is marked as a separate suffix + with verb alternation	nan	0:n	
GB102	abui1241	Are categories such as person, number, gender related to a single participant discontinuously marked on a verb?	0	n		nan	0:n	
GB103	abui1241	Are benefactive nominals marked on the verb?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB104	abui1241	Can instruments be marked on the verb?	2	n	serial verb constructions are used, using the verb mi 'get'.	nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB105	abui1241	Can recipients be treated as a transitive object, i.e. as Direct Object?	2	y	direct object is not really a relevant term for the Abui system but verbal prefixes can refer to recipients as well as patients	nan	1: present;2:y;3:n;0: absent	Not mentioned
GB106	abui1241	Are there syntactically ditransitive verbs?	2	n		Kratochvil (2007:11)	1: present;3:y;2:n;0: absent	Not mentioned, Only one or very few such as 'give'
GB107	abui1241	Is negation marked morphologically on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the property word but not treated as morphologically bound
GB108	abui1241	Can locative or direction be morphologically marked on the verb?	2	y	not 100& sure	nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB109	abui1241	Are there suppletive verbs for number of participants?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Only one example
GB110	abui1241	Are there suppletive verbs for tense or aspect?	2	n	All verbs undergo stem alternation to mark aspect but not suppletion	Kratochvil (2007:210)	1: present;2:n;0: absent	Not mentioned, One or very few, Unclear whether the suppletive pattern is a conjugation class
GB111	abui1241	Are there conjugation classes?	2	y	this is true for root alternation in aspect marking, but not for pronomial marking.	nan	1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, They are transitive versus intransitive verbs
GB112	abui1241	Are there (several) verbs which can be used either transitively or intransitively with no morphological marking?	2	n	There are verbs that can be used both transitively and intransitively, but the transitive ones will always take on a pronomial marker.	nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, There are only very few examples are or restricted in some way
GB113	abui1241	Is there transitivising morphology (include clitics)?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB114	abui1241	Is there morphology (include clitics) to mark a reflexive action?	2	n		nan	5:?;0: absent;4:no data;1: present;3:y;2:n	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB115	abui1241	Is there morphology (include clitics) to mark a reciprocal action?	2	y	The distributive marker tV-	Kratochvil (2007:80)	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB116	abui1241	Do verbs classify the shape, size, consistency or position of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Perhaps some examples but it does not seem to be a systematic feature of verbs, Resembles the noun class system, Resembles the noun classifier system
GB117	abui1241	Is there a copula for predicate nominals?	2	n		(Kratochvil 2007:161)	1: present;3:y;2:n;0: absent	Not mentioned, There is but it is not obligatory, There is but it is restricted such as in the past tense only, There is but it is a demonstrative
GB118	abui1241	Are there serial verb constructions?	2	y		nan	1: present;2:y;0: absent	Not mentioned, Hard to distinguish from verb compounding, Limited to some verbs e.g. English 'go buy food'
GB119	abui1241	Are there modal auxiliaries?	2	y		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	
GB120	abui1241	Are there aspectual auxiliaries?	2	y		nan	1: present;2:y;3:n;0: absent	
GB121	abui1241	Are there tense auxiliaries?	2	n		nan	1: present;3:y;2:n;0: absent	
GB122	abui1241	Is verb compounding a regular process?	2	y		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Hard to distinguish from serial verb constructions
GB123	abui1241	Are there verb-adjunct (aka light-verb) constructions?	2	y		Kratochvil (2007:294)	1: present;2:y;3:n;0: absent	Not mentioned
GB124	abui1241	Is incorporation of nouns into verbs a productive intransitivizing process?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The noun appears adjacent to the verb but is not treated as morphologically bound
GB125	abui1241	Is there productive incorporation of non-nominal elements (adjectives, locatives, etc.) into verbs?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB126	abui1241	Is there one or more existential verb?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, It exists but is the same as the copula, It exists but also encodes position
GB127	abui1241	Are there positional (classificatory) verbs?	2	y		nan	6:?;0: absent;5:no data;2:y;1: present;3:n;4:y?	Not mentioned, They are not fully obligatory
GB128	abui1241	Is the verb 'give' morphologically peculiar (different from most other verbs)?	0	n	Used frequently in serial verb construction, especially with verbs containing differential object marking with respect to animacy, but aspect alternation l-r is common.	Kratochvil (2007:294)	1:y;0:n	
GB129	abui1241	Is there a notably small number, i.e. about 100 or less, of verbs in the language?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB130	abui1241	What is the pragmatically unmarked order of S and V in intransitive clauses?	4	1		nan	3: both;4:1;1: SV;2: VS	Not mentioned, Pronouns have opposite order, Different depending on clause type or TAM etc., Occurs with a type of focus construction
GB131	abui1241	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?	2	n		nan	1: present;2:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB132	abui1241	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB133	abui1241	Is a pragmatically unmarked constituent order verb-final for transitive clauses?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB134	abui1241	Is the order of constituents the same in main and subordinate clauses?	2	y		nan	4:n/a;3:?;1: present;2:y;0: absent	Not mentioned, Only in some type of subordinate clauses, Order is more restricted in main clauses, Order is more restricted in subordinate clauses
GB135	abui1241	Do clausal objects occur in the same position as nominal objects?	2	y		nan	4:?;0: absent;5:n/a;1: present;2:y;3:n	Not mentioned
GB136	abui1241	Is constituent order fixed?	2	y		nan	1: present;2:y;0: absent	Not mentioned that there is any variation, There is variation due to topicalisation and focus
GB137	abui1241	Can negation be marked clause-finally?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, Only in some sentences where a normally initial element such as the subject is not present, Negation is marked on the verb which appears clause-initially
GB138	abui1241	Can negation be marked clause-initially?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Only in some sentences where a normally final element such as the direct object is not present, Negation is marked on the verb which appears clause-finally
GB139	abui1241	Is there a difference between imperative and declarative negation?	2	y		nan	3:?;1: present;2:y;0: absent	Not mentioned, Difference in word order, Difference in the form of the negator, Difference in the presence of a particular element which is not analysed as part of the negator
GB140	abui1241	Are verbal and non-verbal predicates marked by the same negator?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, A special negator or negative form of the verb is used for existential meanings, A special negator or negative form of the copula is used with nominal predicates, A special negator or negative form of the copula is used with predicative adjectives, Other negative forms but which are discounted by the clarifying comment
GB141	abui1241	Are S and O conflated morphologically in at least some basic constructions, i.e. simple main clauses?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned
GB142	abui1241	Are S and A conflated morphologically in at least some basic constructions, i.e. simple main clauses?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned
GB143	abui1241	Are S and O conflated morphologically across clause boundaries, i.e. acting as syntactic pivot?	0	n		nan	2:no data;3:?;1:y;0:n	
GB144	abui1241	Are S and A conflated morphologically across clause boundaries, i.e. acting as syntactic pivot?	0	n		nan	2:no data;3:?;1:y;0:n	
GB145	abui1241	Do S and O operate in the same way, and differently from A, for the purpose of any syntactic construction?	0	y		nan	2:?;0:y;1:n	
GB146	abui1241	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The experiencer is expressed as an object, Only for mental states and emotions, There are verbs with unusual case frames but not necessarily controlled versus uncontrolled
GB147	abui1241	Is there a morphologically marked passive construction?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB148	abui1241	Is there a morphologically marked antipassive?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB149	abui1241	Is there a morphologically marked inverse?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB150	abui1241	Is there clause chaining?	2	y		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Hard to distinguish from serial verb constructions
GB151	abui1241	Is there a morphologically-marked switch reference system?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned
GB152	abui1241	Is there a morphologically marked distinction between simultaneous and sequential clauses?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, There is a marker adjacent to the verb but not treated as morphologically bound
GB153	abui1241	Is the verb 'say' or a quotative construction used in desiderative constructions?	1	?		nan	1:?;2:y;0:n	
GB154	abui1241	Are causatives formed by serial verb constructions?	0	y		nan	2:?;0:y;1:n	
GB155	abui1241	Are causatives formed by affixes/clitics?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB156	abui1241	Are causatives formed by constructions involving 'say'?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB157	abui1241	Is there tail-head linkage?	2	y		nan	6:?;0: absent;5:no data;1: present;4:no d ata;2:y;3:n	Not mentioned
GB158	abui1241	Are verbs reduplicated?	2	y		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Some examples but not productive, Possible partial reduplication, There are instances of repeated verbs but that does not count as reduplication
GB159	abui1241	Are nouns reduplicated?	2	n	carries various functions and is a productive process for (stative) verbs	nan	5:?;0: absent;4:no data;1: present;3:y;2:n	Not mentioned, Some examples but not productive, Possible partial reduplication, The prototypical noun 'book book' type reduplication is known to exist but not other types
GB160	abui1241	Are elements apart from verbs or nouns reduplicated?	2	y	numerals as well.	nan	5:?;0: absent;3:no data;1: present;2:y;4:n	Not mentioned, Numerals are reduplicated, Adjectives are reduplicated but are arguably a type of verb, Possible partial reduplication
GB162	abui1241	Is there a distinction between masculine and feminine in 1st person pronouns?	0	n		nan	0:n	
GB163	abui1241	How many genders/noun classes are there?	4	n/a	unsure how many	Kratochvil (2007:164)	4:n/a;3:?;2:n;1:2;0:several	
GB165	abui1241	Can trial number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB166	abui1241	Can paucal number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB167	abui1241	Are there logophoric pronouns for the 3rd person?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB168	abui1241	Is there a distinction between inanimate and animate in 3rd person singular pronouns?	0	y	Lots of speaker variation. Some young speakers use di as a 3 person marker for inanimates as well.	nan	0:y;1:n	
GB169	abui1241	Is there a distinction between masculine and feminine in 3rd person singular pronouns?	0	n		nan	0:n	
GB170	abui1241	Can an attributive nominal modifier denoting a property concept agree with any gender/noun class of the noun it modifies?	3	n/a		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
GB171	abui1241	Can an adnominal demonstrative agree in gender/noun class with the noun it modifies?	4	n/a		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
GB172	abui1241	Can articles agree with the gender/noun class of the noun they modify?	2	n		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement, It is not clear whether it is an article
GB173	abui1241	Are noun class and number always marked by a portmanteau morpheme on the noun?	1	n/a		nan	1:n/a;0:n	
GB174	abui1241	Are noun class and number marked by a portmanteau morpheme on the noun in singular?	1	n/a		nan	1:n/a;0:n	
GB175	abui1241	Are noun class and number marked by a portmanteau morpheme on the noun in plural?	1	n/a		nan	1:n/a;0:n	
GB176	abui1241	Can agreement of gender/noun class and number be marked by a portmanteau morpheme on other items in the noun phrase?	1	n/a		nan	1:n/a;0:n	
GB177	abui1241	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument?	2	y	unclear to me: If this question is about animacy based differential object marking (marked on the verb), then the answer is yes. 	nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, Animacy is treated as a gender and therefore the question does not make sense, The marker is adjacent to the verb but not treated as morphologically bound
GB178	abui1241	Are there several different singular genders/noun classes that can have the same plural gender/noun class?	1	n/a		nan	1:n/a;0:n	
GB179	abui1241	Are there genders/noun classes that cannot take number marking?	1	n/a		nan	1:n/a;0:n	
