Language_ID	Feature_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
blag1240	GB171	Can an adnominal demonstrative agree in gender/noun class with the noun it modifies?	?	Not known		nan	3:y;1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
blag1240	GB172	Can articles agree with the gender/noun class of the noun they modify?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement, It is not clear whether it is an article
blag1240	GB173	Are noun class and number always marked by a portmanteau morpheme on the noun?	?	Not known		nan	0:n	nan
blag1240	GB174	Are noun class and number marked by a portmanteau morpheme on the noun in singular?	?	Not known		nan	0:n	nan
blag1240	GB175	Are noun class and number marked by a portmanteau morpheme on the noun in plural?	?	Not known		nan	0:n	nan
blag1240	GB176	Can agreement of gender/noun class and number be marked by a portmanteau morpheme on other items in the noun phrase?	?	Not known		nan	0:n	nan
blag1240	GB177	nan	3.0	n		nan	nan	nan
blag1240	GB178	Are there several different singular genders/noun classes that can have the same plural gender/noun class?	?	Not known		nan	0:n	nan
blag1240	GB179	Are there genders/noun classes that cannot take number marking?	?	Not known		nan	0:n	nan
blag1240	GB181	Is number marking obligatory on certain (types of) nouns?	?	Not known		nan	1:?;2:y;0:n	nan
blag1240	GB182	Is number marking obligatory on animate nouns?	?	Not known		nan	1:?;0:n	nan
blag1240	GB183	Is number marking obligatory on human nouns?	?	Not known		nan	1:?;0:n	nan
blag1240	GB184	nan	2.0	n		nan	nan	nan
blag1240	GB185	nan	2.0	n		nan	nan	nan
blag1240	GB186	Can articles agree in number with the noun they modify?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the number of the noun is present but not called agreement, It is not clear whether it is an article
blag1240	GB187	nan	2.0	n		nan	nan	nan
blag1240	GB188	nan	2.0	n		nan	nan	nan
blag1240	GB191	nan	0.0	n		nan	nan	nan
blag1240	GB192	Are the noun's phonological properties relevant for any gender assignment?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, There is gender and it is possible that phonology influences assignment
blag1240	GB193	nan	5.0	2		nan	nan	nan
blag1240	GB194	nan	0.0	n		nan	nan	nan
blag1240	GB195	Can a noun receive more than one noun class marker at the same time?	?	Not known		nan	0:n	nan
blag1240	GB196	nan	2.0	n		nan	nan	nan
blag1240	GB197	nan	2.0	n		nan	nan	nan
blag1240	GB198	Can a numeral used attributively agree with any gender/noun class of the noun it modifies?	?	Not known		nan	3:y;1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
blag1240	GB199	Can verbs agree with the gender/noun class of the nominal object?	?	Not known		nan	1:y;0:n	nan
blag1240	GB200	nan	0.0	y	Steinhauer 2014: 167-169	nan	nan	nan
blag1240	GB202	nan	0.0	n		nan	nan	nan
blag1240	GB203	nan	5.0	2	example of pronoun followed by emangpi 'all'	Steinhauer 2014: 202	nan	nan
blag1240	GB204	Is there a distinction between collective ('all') and distributive ('every') universal quantifiers?	?	Not known		nan	5:n;4:no data;0: absent;3:?;2:y;6:no;1: present	Not mentioned
blag1240	GB205	Is number marking prohibited on inanimate nouns?	?	Not known		nan	1:?;0:n	nan
blag1240	GB206	Is number marking prohibited on mass nouns?	?	Not known		nan	1:?;0:n	nan
blag1240	GB207	Is number marking optional on certain (types of) nouns?	?	Not known		nan	2:?;1:y;0:n	nan
blag1240	GB208	Can singular number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB209	Can singular number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB210	Can singular number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
blag1240	GB211	Can singular number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
blag1240	GB212	Can dual number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB213	Can dual number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB214	Can dual number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
blag1240	GB215	Can dual number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
blag1240	GB216	Can dual number be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
blag1240	GB217	Can plural number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB218	Can plural number be marked by a suffix on the noun?	?	Not known		nan	1:y;0:n	nan
blag1240	GB219	Can plural number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
blag1240	GB220	Can plural number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
blag1240	GB221	Can plural number be marked by reduplication on the noun?	?	Not known		nan	1:y;0:n	nan
blag1240	GB222	Can trial number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB223	Can trial number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB224	Can trial number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
blag1240	GB225	Can trial number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
blag1240	GB226	Can trial number be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
blag1240	GB227	Can paucal number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB228	Can paucal number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB229	Can paucal number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
blag1240	GB230	Can paucal number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
blag1240	GB231	Can paucal number be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
blag1240	GB232	Can diminutive be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB234	Can diminutive be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB235	Can diminutive be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
blag1240	GB236	Can diminutive be marked by tone on the noun?	?	Not known		nan	0:n	nan
blag1240	GB237	Can diminutive be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
blag1240	GB238	Can diminutive be marked by noun class selection?	?	Not known		nan	0:n	nan
blag1240	GB239	Can augmentative be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB240	Can augmentative be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB241	Can augmentative be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
blag1240	GB242	Can augmentative be marked by tone on the noun?	?	Not known		nan	0:n	nan
blag1240	GB243	Can augmentative be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
blag1240	GB244	Can augmentative be marked by noun class selection?	?	Not known		nan	0:n	nan
blag1240	GB245	Can gender/noun class be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB246	Can gender/noun class be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
blag1240	GB247	Can gender/noun class be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
blag1240	GB248	Can gender/noun class be marked by tone on the noun only?	?	Not known		nan	0:n	nan
blag1240	GB249	nan	1.0	y		nan	nan	nan
blag1240	GB250	nan	3.0	n		nan	nan	nan
blag1240	GB251	nan	1.0	n		nan	nan	nan
blag1240	GB252	nan	2.0	y	veng= be with/at	Steinhauer 2014: 173	nan	nan
blag1240	GB253	nan	3.0	n		nan	nan	nan
blag1240	GB254	nan	3.0	n		nan	nan	nan
blag1240	GB255	nan	2.0	n		nan	nan	nan
blag1240	GB256	nan	2.0	n		nan	nan	nan
blag1240	GB257	nan	2.0	y		nan	nan	nan
blag1240	GB258	nan	0.0	y		nan	nan	nan
blag1240	GB259	nan	0.0	n		nan	nan	nan
blag1240	GB260	nan	2.0	n		nan	nan	nan
blag1240	GB261	nan	1.0	y		nan	nan	nan
blag1240	GB262	nan	2.0	n		nan	nan	nan
blag1240	GB263	nan	2.0	y		nan	nan	nan
blag1240	GB264	nan	2.0	n		nan	nan	nan
blag1240	GB265	nan	3.0	n	dira-t ma=veng 'be.ill-GRAD move=at/with 'more ill'.	nan	nan	nan
blag1240	GB266	nan	3.0	y	veng 'at (time/location)	nan	nan	nan
blag1240	GB267	nan	0.0	n		nan	nan	nan
blag1240	GB268	nan	1.0	y	ma = move to	nan	nan	nan
blag1240	GB269	nan	0.0	n		nan	nan	nan
blag1240	GB270	nan	4.0	n		nan	nan	nan
blag1240	GB271	Are the predicates in the conjoined comparative construction antonyms?	?	Not known		nan	2:?;0:no data;3:y;1:n	nan
blag1240	GB272	Do the  predicates in the conjoined comparative construction differ in polarity?	?	Not known		nan	2:?;0:no data;3:y;1:n	nan
blag1240	GB273	nan	2.0	n		nan	nan	nan
blag1240	GB274	nan	2.0	y		nan	nan	nan
blag1240	GB275	nan	3.0	y	suffix -t	nan	nan	nan
blag1240	GB276	nan	2.0	n		nan	nan	nan
blag1240	GB277	nan	1.0	y		nan	nan	nan
blag1240	GB278	nan	1.0	n		nan	nan	nan
blag1240	GB279	Is there variation in conflation of core participants based on TAM distinctions?	?	Not known		nan	4:?;3:no data;0: absent;1: present;2:n	Not mentioned
blag1240	GB280	Are variation in conflation of core participants based on verb classes?	?	Not known		nan	3:?;2:no data;0:y;1:n	nan
blag1240	GB281	Is there variation in conflation of core participants based on clause type, e.g. main vs. subordinate?	?	Not known		nan	4:?;3:no data;0: absent;1: present;2:n	Not mentioned
blag1240	GB282	Are variation in conflation of core participants based on person distinctions?	?	Not known		nan	3:?;2:no data;0:y;1:n	nan
blag1240	GB283	Can verbs agree with the gender/noun class of the nominal subject?	?	Not known		nan	1:y;0:n	nan
blag1240	GB284	nan	0.0	n		nan	nan	nan
blag1240	GB285	nan	2.0	n		nan	nan	nan
blag1240	GB286	nan	2.0	n		nan	nan	nan
blag1240	GB287	nan	0.0	n		nan	nan	nan
blag1240	GB288	nan	0.0	n		nan	nan	nan
blag1240	GB289	nan	1.0	y		nan	nan	nan
blag1240	GB290	nan	1.0	n		nan	nan	nan
blag1240	GB291	nan	2.0	n		nan	nan	nan
blag1240	GB292	nan	1.0	n		nan	nan	nan
blag1240	GB294	nan	0.0	n		nan	nan	nan
blag1240	GB295	nan	1.0	n		nan	nan	nan
blag1240	GB295	nan	1.0	n		nan	nan	nan
blag1240	GB296	Is there a morphosyntactically definable class of ideophones (beyond sound)?	?	Not known		nan	3:?;4:no data;0: absent;1: present;2:n	Not mentioned
blag1240	GB297	Can polar interrogation be marked by a construction of the type “V Neg V”?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB298	Can standard negation be marked by negative auxiliaries?	?	Not known		nan	0: absent;1: present	Not mentioned, Unclear whether it should count as an auxiliary given that no verbs carry inflection
blag1240	GB299	Can standard negation be marked by a freestanding particle?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB300	Is there a verb for the function 'give' that is suppletive for any grammatical category?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB301	Does the language have inclusory constructions productively?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB302	Is there a dedicated, obligatory and productive construction that marks passive voice, not morphologically on the verb nor on the A argument?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but it is unclear whether it is morphologically bound
blag1240	GB303	Is there a dedicated, obligatory, productive construction that marks antipassive voice, not morphologically on the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but it is unclear whether it is morphologically bound
blag1240	GB304	Can the A argument be overtly expressed in a passive clause or be overtly marked to signal a passive clause?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB305	Are there phonologically independent reflexive pronouns?	?	Not known		nan	0: absent;1: present	Not mentioned, Not clear if they are phonologically independent
blag1240	GB306	Are there reciprocal pronouns that are not-bipartite?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB307	Are there bipartite reciprocal pronouns?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB308	Can tense be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
blag1240	GB309	Are there multiple past or future tenses, distinguishing distance from Time of Reference, in any form?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
blag1240	GB310	Can aspect be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
blag1240	GB311	Can mood be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
blag1240	GB312	Can modal distinctions be marked on the verb, productively, dedicatedly and obligatorily?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
blag1240	GB313	Are there possessive pronouns?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB314	Can augmentative be marked productively by a system of nominal classification?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB315	Can diminutive be marked productively by a system of nominal classification?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB316	Can singular number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
blag1240	GB317	Can dual number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
blag1240	GB318	Can plural number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
blag1240	GB319	Can trial number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
blag1240	GB320	Can paucal number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
blag1240	GB321	Is there an open class of noun stems that are assigned to gender/noun class categories arbitrarily?	?	Not known		nan	0: absent;1: present	Not mentioned, There may be a gender or noun class system but it seems to be semantic
blag1240	GB322	Does the language encode direct evidentiality (perceived with senses)?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB323	Does the language encode indirect evidentiality (hearsay, inference, etc.)?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB324	Are some content interrogatives (who?, what?, etc.) expressed in interrogative verbs?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB325	Is there a count/mass distinction in content interrogatives (e.g. English how many vs. how much)?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB326	Do (nominal) content interrogatives normally or frequently occur in situ (i.e. in the normal position for a non-interrogative NP in the same participant role)?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB327	Can the relative clause follow the noun?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB328	Can the relative clause precede the noun?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB329	Are there internally-headed relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB330	Are there correlative relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB331	Are there adjoined relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB332	Are there double-headed relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB333	nan	2.0	y		nan	nan	nan
blag1240	GB334	Is there synchronic evidence for any element of a quinary counting system?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB335	Is there synchronic evidence for any element of a vigesimal counting system?	?	Not known		nan	0: absent;1: present	Not mentioned
blag1240	GB336	nan	2.0	n		nan	nan	nan
blag1240	GB502	nan	0.0	1		nan	nan	nan
blag1240	GB503	Are S and A marked by the same affix/clitic?	?	Not known		nan	0:y;1:n	nan
blag1240	GB508	nan	0.0	n		nan	nan	nan
blag1240	GB509	nan	0.0	y	example 'that (is a) tasty thing'	Steinhauer 2014: 172 	nan	nan
blag1240	GB510	nan	0.0	y		nan	nan	nan
blag1240	GB511	nan	0.0	y		nan	nan	nan
blag1240	GB512	nan	0.0	y		nan	nan	nan
blag1240	GB514	nan	0.0	n		nan	nan	nan
blag1240	GB515	nan	0.0	n		nan	nan	nan
blag1240	GB516	nan	0.0	1		nan	nan	nan
blag1240	GB517	nan	0.0	y		nan	nan	nan
blag1240	GB518	nan	0.0	y		nan	nan	nan
blag1240	GB519	nan	0.0	y		nan	nan	nan
blag1240	GB520	nan	1.0	n		nan	nan	nan
blag1240	GB521	nan	1.0	y		nan	nan	nan
blag1240	R1102	nan	0.0	4		nan	nan	nan
blag1240	R1103	nan	0.0	3		nan	nan	nan
blag1240	R1103a	nan	0.0	n		nan	nan	nan
