Language_ID	Feature_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
kelo1247	GB110	nan	2.0	n		nan	nan	nan
kelo1247	GB111	nan	3.0	n		nan	nan	nan
kelo1247	GB112	nan	3.0	y		nan	nan	nan
kelo1247	GB113	nan	3.0	y		nan	nan	nan
kelo1247	GB114	nan	3.0	y		nan	nan	nan
kelo1247	GB115	nan	2.0	y		nan	nan	nan
kelo1247	GB116	nan	2.0	n		nan	nan	nan
kelo1247	GB117	nan	2.0	n		nan	nan	nan
kelo1247	GB118	nan	2.0	y		nan	nan	nan
kelo1247	GB119	nan	2.0	y		nan	nan	nan
kelo1247	GB120	nan	2.0	y		nan	nan	nan
kelo1247	GB121	nan	2.0	n		nan	nan	nan
kelo1247	GB122	nan	5.0	?	no data	nan	nan	nan
kelo1247	GB123	nan	3.0	n		nan	nan	nan
kelo1247	GB124	nan	3.0	y		nan	nan	nan
kelo1247	GB125	nan	2.0	n		nan	nan	nan
kelo1247	GB126	nan	2.0	y	yeh 'exist'	nan	nan	nan
kelo1247	GB127	nan	3.0	n	no data	nan	nan	nan
kelo1247	GB128	nan	0.0	n		nan	nan	nan
kelo1247	GB129	nan	2.0	n		nan	nan	nan
kelo1247	GB130	nan	4.0	1		nan	nan	nan
kelo1247	GB131	nan	2.0	n		nan	nan	nan
kelo1247	GB132	nan	2.0	n		nan	nan	nan
kelo1247	GB133	nan	2.0	y		nan	nan	nan
kelo1247	GB134	nan	2.0	y	not entirely sure	nan	nan	nan
kelo1247	GB135	nan	3.0	n	not entirely sure	nan	nan	nan
kelo1247	GB136	nan	2.0	y		nan	nan	nan
kelo1247	GB137	nan	2.0	y		nan	nan	nan
kelo1247	GB138	nan	3.0	y		nan	nan	nan
kelo1247	GB139	nan	2.0	y	In strong prohibitives, the verb eyeh 'do not' is used. It can be combined with the negator. 	nan	nan	nan
kelo1247	GB140	nan	3.0	y		nan	nan	nan
kelo1247	GB141	nan	2.0	y		nan	nan	nan
kelo1247	GB142	nan	2.0	y		nan	nan	nan
kelo1247	GB143	nan	0.0	n		nan	nan	nan
kelo1247	GB144	nan	0.0	n		nan	nan	nan
kelo1247	GB145	nan	0.0	y		nan	nan	nan
kelo1247	GB146	nan	2.0	y		nan	nan	nan
kelo1247	GB147	nan	2.0	n		nan	nan	nan
kelo1247	GB148	nan	2.0	n		nan	nan	nan
kelo1247	GB149	nan	2.0	n		nan	nan	nan
kelo1247	GB150	nan	3.0	n		nan	nan	nan
kelo1247	GB151	nan	2.0	n		nan	nan	nan
kelo1247	GB152	nan	2.0	y		nan	nan	nan
kelo1247	GB153	nan	0.0	n		nan	nan	nan
kelo1247	GB154	nan	0.0	y		nan	nan	nan
kelo1247	GB155	nan	3.0	y	e.g. u- 	Baird 2008: 99	nan	nan
kelo1247	GB156	nan	2.0	n		nan	nan	nan
kelo1247	GB157	nan	2.0	y		Baird 2008: 158 	nan	nan
kelo1247	GB158	nan	2.0	y		nan	nan	nan
kelo1247	GB159	nan	2.0	n		nan	nan	nan
kelo1247	GB160	nan	2.0	y		nan	nan	nan
kelo1247	GB162	nan	0.0	n		nan	nan	nan
kelo1247	GB163	How many genders/noun classes are there?	?	Not known		nan	3:?;0:several;1:2;2:n	nan
kelo1247	GB165	nan	2.0	n		nan	nan	nan
kelo1247	GB166	nan	2.0	n		nan	nan	nan
kelo1247	GB167	nan	2.0	n		nan	nan	nan
kelo1247	GB168	nan	1.0	n		nan	nan	nan
kelo1247	GB169	nan	0.0	n		nan	nan	nan
kelo1247	GB170	Can an attributive nominal modifier denoting a property concept agree with any gender/noun class of the noun it modifies?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
kelo1247	GB171	Can an adnominal demonstrative agree in gender/noun class with the noun it modifies?	?	Not known		nan	3:y;1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
kelo1247	GB172	Can articles agree with the gender/noun class of the noun they modify?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement, It is not clear whether it is an article
kelo1247	GB173	Are noun class and number always marked by a portmanteau morpheme on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB174	Are noun class and number marked by a portmanteau morpheme on the noun in singular?	?	Not known		nan	0:n	nan
kelo1247	GB175	Are noun class and number marked by a portmanteau morpheme on the noun in plural?	?	Not known		nan	0:n	nan
kelo1247	GB176	Can agreement of gender/noun class and number be marked by a portmanteau morpheme on other items in the noun phrase?	?	Not known		nan	0:n	nan
kelo1247	GB177	nan	3.0	n		nan	nan	nan
kelo1247	GB178	Are there several different singular genders/noun classes that can have the same plural gender/noun class?	?	Not known		nan	0:n	nan
kelo1247	GB179	Are there genders/noun classes that cannot take number marking?	?	Not known		nan	0:n	nan
kelo1247	GB181	Is number marking obligatory on certain (types of) nouns?	?	Not known		nan	1:?;2:y;0:n	nan
kelo1247	GB182	Is number marking obligatory on animate nouns?	?	Not known		nan	1:?;0:n	nan
kelo1247	GB183	Is number marking obligatory on human nouns?	?	Not known		nan	1:?;0:n	nan
kelo1247	GB184	nan	2.0	n		nan	nan	nan
kelo1247	GB185	nan	2.0	n		nan	nan	nan
kelo1247	GB186	Can articles agree in number with the noun they modify?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the number of the noun is present but not called agreement, It is not clear whether it is an article
kelo1247	GB187	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
kelo1247	GB188	nan	2.0	n		nan	nan	nan
kelo1247	GB191	nan	0.0	n		nan	nan	nan
kelo1247	GB192	Are the noun's phonological properties relevant for any gender assignment?	?	Not known		nan	1: present;0: absent;2:n	Not mentioned, There is gender and it is possible that phonology influences assignment
kelo1247	GB193	nan	5.0	2		nan	nan	nan
kelo1247	GB194	nan	0.0	n		nan	nan	nan
kelo1247	GB195	Can a noun receive more than one noun class marker at the same time?	?	Not known		nan	0:n	nan
kelo1247	GB196	nan	2.0	n		nan	nan	nan
kelo1247	GB197	nan	2.0	n		nan	nan	nan
kelo1247	GB198	Can a numeral used attributively agree with any gender/noun class of the noun it modifies?	?	Not known		nan	3:y;1: present;0: absent;2:n	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
kelo1247	GB199	Can verbs agree with the gender/noun class of the nominal object?	?	Not known		nan	1:y;0:n	nan
kelo1247	GB200	nan	0.0	y		nan	nan	nan
kelo1247	GB202	nan	0.0	n		nan	nan	nan
kelo1247	GB203	nan	5.0	2	iqal 'all'	nan	nan	nan
kelo1247	GB204	nan	3.0	?	no data, tkad 'every'	nan	nan	nan
kelo1247	GB205	Is number marking prohibited on inanimate nouns?	?	Not known		nan	1:?;0:n	nan
kelo1247	GB206	Is number marking prohibited on mass nouns?	?	Not known		nan	1:?;0:n	nan
kelo1247	GB207	Is number marking optional on certain (types of) nouns?	?	Not known		nan	2:?;1:y;0:n	nan
kelo1247	GB208	Can singular number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB209	Can singular number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB210	Can singular number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB211	Can singular number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB212	Can dual number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB213	Can dual number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB214	Can dual number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB215	Can dual number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB216	Can dual number be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB217	Can plural number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB218	Can plural number be marked by a suffix on the noun?	?	Not known		nan	1:y;0:n	nan
kelo1247	GB219	Can plural number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB220	Can plural number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB221	Can plural number be marked by reduplication on the noun?	?	Not known		nan	1:y;0:n	nan
kelo1247	GB222	Can trial number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB223	Can trial number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB224	Can trial number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB225	Can trial number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB226	Can trial number be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB227	Can paucal number be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB228	Can paucal number be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB229	Can paucal number be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB230	Can paucal number be marked by tone alone on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB231	Can paucal number be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB232	Can diminutive be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB234	Can diminutive be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB235	Can diminutive be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB236	Can diminutive be marked by tone on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB237	Can diminutive be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB238	Can diminutive be marked by noun class selection?	?	Not known		nan	0:n	nan
kelo1247	GB239	Can augmentative be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB240	Can augmentative be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB241	Can augmentative be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB242	Can augmentative be marked by tone on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB243	Can augmentative be marked by reduplication on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB244	nan	0.0	n		nan	nan	nan
kelo1247	GB245	Can gender/noun class be marked by a prefix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB246	Can gender/noun class be marked by a suffix on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB247	Can gender/noun class be marked by suppletion on the noun?	?	Not known		nan	0:n	nan
kelo1247	GB248	Can gender/noun class be marked by tone on the noun only?	?	Not known		nan	0:n	nan
kelo1247	GB249	nan	1.0	y		nan	nan	nan
kelo1247	GB250	nan	3.0	n	no data	nan	nan	nan
kelo1247	GB251	nan	0.0	y	Baird 2008: 140 using yeh 'exist',  'their names didn't exist'= they didn't have names	nan	nan	nan
kelo1247	GB252	nan	3.0	n		nan	nan	nan
kelo1247	GB253	nan	3.0	n		nan	nan	nan
kelo1247	GB254	nan	2.0	y		nan	nan	nan
kelo1247	GB255	nan	2.0	n		nan	nan	nan
kelo1247	GB256	nan	2.0	n		nan	nan	nan
kelo1247	GB257	nan	2.0	y		nan	nan	nan
kelo1247	GB258	nan	0.0	y		nan	nan	nan
kelo1247	GB259	nan	0.0	n		nan	nan	nan
kelo1247	GB260	nan	2.0	n		nan	nan	nan
kelo1247	GB261	nan	1.0	y	discourse marker =(w)e, negator nang can be used as tag 'or not?'	Baird 2008: 126-127	nan	nan
kelo1247	GB262	nan	2.0	n		nan	nan	nan
kelo1247	GB263	nan	2.0	y		nan	nan	nan
kelo1247	GB264	nan	2.0	n		nan	nan	nan
kelo1247	GB265	nan	3.0	n		nan	nan	nan
kelo1247	GB266	nan	3.0	y	probably with mi?	nan	nan	nan
kelo1247	GB267	nan	0.0	n		nan	nan	nan
kelo1247	GB268	nan	0.0	n		nan	nan	nan
kelo1247	GB269	nan	0.0	n		nan	nan	nan
kelo1247	GB270	nan	4.0	n		nan	nan	nan
kelo1247	GB271	Are the predicates in the conjoined comparative construction antonyms?	?	Not known		nan	2:?;0:no data;3:y;1:n	nan
kelo1247	GB272	Do the  predicates in the conjoined comparative construction differ in polarity?	?	Not known		nan	2:?;0:no data;3:y;1:n	nan
kelo1247	GB273	nan	2.0	n		nan	nan	nan
kelo1247	GB274	nan	2.0	y	mi-	nan	nan	nan
kelo1247	GB275	nan	3.0	y		nan	nan	nan
kelo1247	GB276	nan	2.0	n		nan	nan	nan
kelo1247	GB277	nan	1.0	y	probably  with mi?	nan	nan	nan
kelo1247	GB278	nan	0.0	y		nan	nan	nan
kelo1247	GB279	nan	2.0	n		nan	nan	nan
kelo1247	GB280	nan	1.0	n		nan	nan	nan
kelo1247	GB281	nan	2.0	n		nan	nan	nan
kelo1247	GB282	nan	1.0	n		nan	nan	nan
kelo1247	GB283	Can verbs agree with the gender/noun class of the nominal subject?	?	Not known		nan	1:y;0:n	nan
kelo1247	GB284	nan	0.0	n		nan	nan	nan
kelo1247	GB285	nan	2.0	n		nan	nan	nan
kelo1247	GB286	nan	2.0	n		nan	nan	nan
kelo1247	GB287	nan	0.0	n		nan	nan	nan
kelo1247	GB288	nan	0.0	n		nan	nan	nan
kelo1247	GB289	nan	1.0	y		nan	nan	nan
kelo1247	GB290	nan	0.0	y		nan	nan	nan
kelo1247	GB291	nan	2.0	n		nan	nan	nan
kelo1247	GB292	nan	0.0	y		nan	nan	nan
kelo1247	GB294	nan	0.0	n		nan	nan	nan
kelo1247	GB295	nan	1.0	n		nan	nan	nan
kelo1247	GB295	nan	1.0	n		nan	nan	nan
kelo1247	GB296	Is there a morphosyntactically definable class of ideophones (beyond sound)?	?	Not known		nan	3:?;4:no data;0: absent;1: present;2:n	Not mentioned
kelo1247	GB297	Can polar interrogation be marked by a construction of the type “V Neg V”?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB298	Can standard negation be marked by negative auxiliaries?	?	Not known		nan	0: absent;1: present	Not mentioned, Unclear whether it should count as an auxiliary given that no verbs carry inflection
kelo1247	GB299	Can standard negation be marked by a freestanding particle?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB300	Is there a verb for the function 'give' that is suppletive for any grammatical category?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB301	Does the language have inclusory constructions productively?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB302	Is there a dedicated, obligatory and productive construction that marks passive voice, not morphologically on the verb nor on the A argument?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but it is unclear whether it is morphologically bound
kelo1247	GB303	Is there a dedicated, obligatory, productive construction that marks antipassive voice, not morphologically on the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but it is unclear whether it is morphologically bound
kelo1247	GB304	Can the A argument be overtly expressed in a passive clause or be overtly marked to signal a passive clause?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB305	Are there phonologically independent reflexive pronouns?	?	Not known		nan	0: absent;1: present	Not mentioned, Not clear if they are phonologically independent
kelo1247	GB306	Are there reciprocal pronouns that are not-bipartite?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB307	Are there bipartite reciprocal pronouns?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB308	Can tense be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
kelo1247	GB309	Are there multiple past or future tenses, distinguishing distance from Time of Reference, in any form?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
kelo1247	GB310	Can aspect be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
kelo1247	GB311	Can mood be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
kelo1247	GB312	Can modal distinctions be marked on the verb, productively, dedicatedly and obligatorily?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
kelo1247	GB313	Are there possessive pronouns?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB314	Can augmentative be marked productively by a system of nominal classification?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB315	Can diminutive be marked productively by a system of nominal classification?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB316	Can singular number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
kelo1247	GB317	Can dual number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
kelo1247	GB318	Can plural number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
kelo1247	GB319	Can trial number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
kelo1247	GB320	Can paucal number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	0: absent;1: present	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
kelo1247	GB321	Is there an open class of noun stems that are assigned to gender/noun class categories arbitrarily?	?	Not known		nan	0: absent;1: present	Not mentioned, There may be a gender or noun class system but it seems to be semantic
kelo1247	GB322	Does the language encode direct evidentiality (perceived with senses)?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB323	Does the language encode indirect evidentiality (hearsay, inference, etc.)?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB324	Are some content interrogatives (who?, what?, etc.) expressed in interrogative verbs?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB325	Is there a count/mass distinction in content interrogatives (e.g. English how many vs. how much)?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB326	Do (nominal) content interrogatives normally or frequently occur in situ (i.e. in the normal position for a non-interrogative NP in the same participant role)?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB327	Can the relative clause follow the noun?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB328	Can the relative clause precede the noun?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB329	Are there internally-headed relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB330	Are there correlative relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB331	Are there adjoined relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB332	Are there double-headed relative clauses?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB333	nan	2.0	y		nan	nan	nan
kelo1247	GB334	Is there synchronic evidence for any element of a quinary counting system?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB335	Is there synchronic evidence for any element of a vigesimal counting system?	?	Not known		nan	0: absent;1: present	Not mentioned
kelo1247	GB336	nan	2.0	n		nan	nan	nan
kelo1247	GB502	nan	0.0	1		nan	nan	nan
kelo1247	GB503	Are S and A marked by the same affix/clitic?	?	Not known		nan	0:y;1:n	nan
kelo1247	GB508	nan	0.0	n		nan	nan	nan
kelo1247	GB509	nan	0.0	y	Baird 2008: 61	nan	nan	nan
kelo1247	GB510	nan	0.0	y		nan	nan	nan
kelo1247	GB511	nan	1.0	n		nan	nan	nan
kelo1247	GB512	Is there an opposition between three or more elevation terms in the demonstrative system?	?	Not known		nan	2:?;0:y;1:n	nan
kelo1247	GB514	nan	0.0	n		nan	nan	nan
kelo1247	GB515	nan	0.0	n		nan	nan	nan
kelo1247	GB516	nan	1.0	3	po is the common element	nan	nan	nan
kelo1247	GB517	nan	1.0	n		nan	nan	nan
kelo1247	GB518	nan	0.0	y		nan	nan	nan
kelo1247	GB519	nan	1.0	n		nan	nan	nan
kelo1247	GB520	nan	1.0	n		nan	nan	nan
kelo1247	GB521	nan	0.0	n		nan	nan	nan
