Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
GB065	wers1238	What is the order of possessor and possessed in the attributive possessive construction?	5	1		nan	2:Possessed-Possessor;1:Possessor-Possessed;5:1;4:both;6:3	Not mentioned, Pronouns use the opposite order
GB066	wers1238	Are there different orders of elements in a possessive phrase for different classes of possession?	0	n		nan	1:y;0:n	
GB067	wers1238	What is the counting system?	0	2		nan	2:decimal;1:1;0:2	
GB068	wers1238	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) act like verbs in predicative position?	2	y	property words take realis inflection	nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Neither verbs nor adjectives receive marking, Some TAM and voice marking on verbs is not shared by adjectives
GB069	wers1238	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?	2	y	both can be used attributively without any morphology, e.g. cooked cassava (p. 475) and heavy bag (p. 474)	nan	1: present;2:y;3:n;0: absent	Not mentioned, Neither verbs nor adjectives receive marking, Some TAM and voice marking on verbs is not shared by adjectives
GB070	wers1238	Is there case marking for core nominal NPs (i.e., S, A or O function)?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB071	wers1238	Is there case marking for core pronouns?	3	y		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB072	wers1238	Is there case marking for oblique nominal NPs?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB073	wers1238	Is there case marking for oblique pronouns?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB074	wers1238	Are there prepositions?	2	n		nan	3:?;1: present;4:y;2:n;0: absent	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs, Only one or very few
GB075	wers1238	Are there postpositions?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs, Only one or very few
GB076	wers1238	Are there adpositions to mark core NPs?	5	n/a		nan	4:?;0: absent;5:n/a;1: present;3:y;2:n	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs
GB077	wers1238	Are there adpositions to mark oblique NPs?	5	n/a		nan	4:?;0: absent;5:n/a;1: present;3:y;2:n	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs
GB078	wers1238	Is there a distinction between locational and directional adpositions?	3	n/a		nan	3:n/a;2:?;1:y;0:n	
GB079	wers1238	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	3	y	applicative prefixes	nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, Only one or very few
GB080	wers1238	Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	2	y	realis suffix	nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, Only one or very few
GB081	wers1238	Can infixation be used on verbs for derivational, aspectual, or voice-changing purposes?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, It is a type of reduplication, Some other doubt about why it is an infix
GB082	wers1238	Is there present tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is described as non-past rather than specifically present, The marker conveys both tense and aspect, The markers are adjacent to the verb but not treated as morphologically bound
GB083	wers1238	Is there past tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB084	wers1238	Is there future tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is described as conveying non-past rather than specifically future, The markers are adjacent to the verb but not treated as morphologically bound
GB085	wers1238	Are there multiple past or future tenses, distinguishing distance from Time of Reference, marked on the verb?	1	n/a		nan	1:n/a;0:n	
GB086	wers1238	Is a distinction between punctual/continuous aspect available as a morphological choice?	3	n		nan	1: present;2:y;3:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB087	wers1238	Is a distinction between realis/irrealis mood available as a morphological choice?	3	y	realis suffix	nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, It is called 'realis'/'irrealis' by the grammar
GB088	wers1238	Is there an apprehensive modal category marked on the verb also known as 'evitative', 'lest', etc.?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, There is a marker but it has other functions
GB089	wers1238	Is the S participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB090	wers1238	Is the S participant (at least sometimes) marked by a prefix/proclitic?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB091	wers1238	Is the A participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	3:?;1: present;4:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB092	wers1238	Is the A participant (at least sometimes) marked by a prefix/proclitic?	3	y		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB093	wers1238	Is the O participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB094	wers1238	Is the O participant (at least sometimes) marked by a prefix/proclitic?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB095	wers1238	Are variations in marking strategies of core participants based on TAM distinctions?	2	n		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned
GB096	wers1238	Are variations in marking strategies of core participants based on verb classes?	2	y		nan	4:n/a;1: present;2:y;3:n;0: absent	Not mentioned
GB097	wers1238	Are variations in marking strategies of core participants based on clause type, e.g. main vs. subordinate?	4	?		nan	4:?;3:no data;0: absent;5:n/a;1: present;2:n	Not mentioned
GB098	wers1238	Are variations in marking strategies of core participants based on person distinctions?	2	n		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned
GB099	wers1238	Do verb stems alter according to the person of a core participant?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned
GB100	wers1238	Is number ever marked separately from person on the verb?	0	n		nan	1:y;0:n	
GB101	wers1238	Are person, number and any TAM category (i.e. 3 or more categories in all) marked by portmanteau morphemes on verbs?	0	n		nan	0:n	
GB102	wers1238	Are categories such as person, number, gender related to a single participant discontinuously marked on a verb?	0	n		nan	0:n	
GB103	wers1238	Are benefactive nominals marked on the verb?	3	y		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB104	wers1238	Can instruments be marked on the verb?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB105	wers1238	Can recipients be treated as a transitive object, i.e. as Direct Object?	2	y		S&H2014:455	1: present;2:y;3:n;0: absent	Not mentioned
GB106	wers1238	Are there syntactically ditransitive verbs?	3	y		S&H2014:454	1: present;3:y;2:n;0: absent	Not mentioned, Only one or very few such as 'give'
GB107	wers1238	Is negation marked morphologically on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the property word but not treated as morphologically bound
GB108	wers1238	Can locative or direction be morphologically marked on the verb?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB109	wers1238	Are there suppletive verbs for number of participants?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Only one example
GB110	wers1238	Are there suppletive verbs for tense or aspect?	2	n		nan	1: present;2:n;0: absent	Not mentioned, One or very few, Unclear whether the suppletive pattern is a conjugation class
GB111	wers1238	Are there conjugation classes?	2	y		S&H2014:481-483	1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, They are transitive versus intransitive verbs
GB112	wers1238	Are there (several) verbs which can be used either transitively or intransitively with no morphological marking?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, There are only very few examples are or restricted in some way
GB113	wers1238	Is there transitivising morphology (include clitics)?	3	y	applicative prefixes	S&H2014: 485-488	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB114	wers1238	Is there morphology (include clitics) to mark a reflexive action?	5	?		nan	5:?;0: absent;4:no data;1: present;3:y;2:n	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB115	wers1238	Is there morphology (include clitics) to mark a reciprocal action?	2	y	prefix t- '1PL.INCL'	S&H2014:472	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB116	wers1238	Do verbs classify the shape, size, consistency or position of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Perhaps some examples but it does not seem to be a systematic feature of verbs, Resembles the noun class system, Resembles the noun classifier system
GB117	wers1238	Is there a copula for predicate nominals?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, There is but it is not obligatory, There is but it is restricted such as in the past tense only, There is but it is a demonstrative
GB118	wers1238	Are there serial verb constructions?	2	y		nan	1: present;2:y;0: absent	Not mentioned, Hard to distinguish from verb compounding, Limited to some verbs e.g. English 'go buy food'
GB119	wers1238	Are there modal auxiliaries?	2	y	if emphatic particle bo is considered a modal element. There is also a realis suffix -a on final verbal predicates.	S&H2014: 463, 497	5:?;0: absent;4:no data;1: present;2:y;3:n	
GB120	wers1238	Are there aspectual auxiliaries?	2	y	if aspectual markers are seen as auxiliaries	S&H2014:499-501	1: present;2:y;3:n;0: absent	
GB121	wers1238	Are there tense auxiliaries?	2	n		nan	1: present;3:y;2:n;0: absent	
GB122	wers1238	Is verb compounding a regular process?	5	?		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Hard to distinguish from serial verb constructions
GB123	wers1238	Are there verb-adjunct (aka light-verb) constructions?	3	n		nan	1: present;2:y;3:n;0: absent	Not mentioned
GB124	wers1238	Is incorporation of nouns into verbs a productive intransitivizing process?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The noun appears adjacent to the verb but is not treated as morphologically bound
GB125	wers1238	Is there productive incorporation of non-nominal elements (adjectives, locatives, etc.) into verbs?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB126	wers1238	Is there one or more existential verb?	3	n		S&H2014:459	4:?;1: present;2:y;3:n;0: absent	Not mentioned, It exists but is the same as the copula, It exists but also encodes position
GB127	wers1238	Are there positional (classificatory) verbs?	2	y		S&H2014:459	6:?;0: absent;5:no data;2:y;1: present;3:n;4:y?	Not mentioned, They are not fully obligatory
GB128	wers1238	Is the verb 'give' morphologically peculiar (different from most other verbs)?	1	y	the verb -nir 'give' i s the only verb that takes the applicative prefix wa-	S&H2014:455	1:y;0:n	
GB129	wers1238	Is there a notably small number, i.e. about 100 or less, of verbs in the language?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB130	wers1238	What is the pragmatically unmarked order of S and V in intransitive clauses?	4	1		nan	3: both;4:1;1: SV;2: VS	Not mentioned, Pronouns have opposite order, Different depending on clause type or TAM etc., Occurs with a type of focus construction
GB131	wers1238	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?	2	n		nan	1: present;2:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB132	wers1238	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB133	wers1238	Is a pragmatically unmarked constituent order verb-final for transitive clauses?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB134	wers1238	Is the order of constituents the same in main and subordinate clauses?	2	y		nan	4:n/a;3:?;1: present;2:y;0: absent	Not mentioned, Only in some type of subordinate clauses, Order is more restricted in main clauses, Order is more restricted in subordinate clauses
GB135	wers1238	Do clausal objects occur in the same position as nominal objects?	5	n/a		nan	4:?;0: absent;5:n/a;1: present;2:y;3:n	Not mentioned
GB136	wers1238	Is constituent order fixed?	2	y		nan	1: present;2:y;0: absent	Not mentioned that there is any variation, There is variation due to topicalisation and focus
GB137	wers1238	Can negation be marked clause-finally?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, Only in some sentences where a normally initial element such as the subject is not present, Negation is marked on the verb which appears clause-initially
GB138	wers1238	Can negation be marked clause-initially?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Only in some sentences where a normally final element such as the direct object is not present, Negation is marked on the verb which appears clause-finally
GB139	wers1238	Is there a difference between imperative and declarative negation?	2	y	nanu/naung negates declaratives, sining the prohibitive marker	S&H2014: 460-461	3:?;1: present;2:y;0: absent	Not mentioned, Difference in word order, Difference in the form of the negator, Difference in the presence of a particular element which is not analysed as part of the negator
GB140	wers1238	Are verbal and non-verbal predicates marked by the same negator?	3	y		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, A special negator or negative form of the verb is used for existential meanings, A special negator or negative form of the copula is used with nominal predicates, A special negator or negative form of the copula is used with predicative adjectives, Other negative forms but which are discounted by the clarifying comment
GB141	wers1238	Are S and O conflated morphologically in at least some basic constructions, i.e. simple main clauses?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned
GB142	wers1238	Are S and A conflated morphologically in at least some basic constructions, i.e. simple main clauses?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned
GB143	wers1238	Are S and O conflated morphologically across clause boundaries, i.e. acting as syntactic pivot?	3	?		nan	2:no data;3:?;1:y;0:n	
GB144	wers1238	Are S and A conflated morphologically across clause boundaries, i.e. acting as syntactic pivot?	3	?		nan	2:no data;3:?;1:y;0:n	
GB145	wers1238	Do S and O operate in the same way, and differently from A, for the purpose of any syntactic construction?	0	y		nan	2:?;0:y;1:n	
GB146	wers1238	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?	3	n		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The experiencer is expressed as an object, Only for mental states and emotions, There are verbs with unusual case frames but not necessarily controlled versus uncontrolled
GB147	wers1238	Is there a morphologically marked passive construction?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB148	wers1238	Is there a morphologically marked antipassive?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB149	wers1238	Is there a morphologically marked inverse?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB150	wers1238	Is there clause chaining?	3	n		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Hard to distinguish from serial verb constructions
GB151	wers1238	Is there a morphologically-marked switch reference system?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned
GB152	wers1238	Is there a morphologically marked distinction between simultaneous and sequential clauses?	3	n	the examples show no morphological distinction but rather a different use of conjunctions: pan=sa 'while', while sequential clauses are not marked with a conjunction	S&H2014: 470 ex (71) vs. 463 ex (49c)	4:?;1: present;2:y;3:n;0: absent	Not mentioned, There is a marker adjacent to the verb but not treated as morphologically bound
GB153	wers1238	Is the verb 'say' or a quotative construction used in desiderative constructions?	0	n		nan	1:?;2:y;0:n	
GB154	wers1238	Are causatives formed by serial verb constructions?	0	y	svc with ong 'use'	S&H2014: 482-483	2:?;0:y;1:n	
GB155	wers1238	Are causatives formed by affixes/clitics?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB156	wers1238	Are causatives formed by constructions involving 'say'?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB157	wers1238	Is there tail-head linkage?	6	?		nan	6:?;0: absent;5:no data;1: present;4:no d ata;2:y;3:n	Not mentioned
GB158	wers1238	Are verbs reduplicated?	5	?		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Some examples but not productive, Possible partial reduplication, There are instances of repeated verbs but that does not count as reduplication
GB159	wers1238	Are nouns reduplicated?	5	?		nan	5:?;0: absent;4:no data;1: present;3:y;2:n	Not mentioned, Some examples but not productive, Possible partial reduplication, The prototypical noun 'book book' type reduplication is known to exist but not other types
GB160	wers1238	Are elements apart from verbs or nouns reduplicated?	5	?		nan	5:?;0: absent;3:no data;1: present;2:y;4:n	Not mentioned, Numerals are reduplicated, Adjectives are reduplicated but are arguably a type of verb, Possible partial reduplication
GB162	wers1238	Is there a distinction between masculine and feminine in 1st person pronouns?	0	n		nan	0:n	
GB163	wers1238	How many genders/noun classes are there?	4	n/a		nan	4:n/a;3:?;2:n;1:2;0:several	
GB165	wers1238	Can trial number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB166	wers1238	Can paucal number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB167	wers1238	Are there logophoric pronouns for the 3rd person?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB168	wers1238	Is there a distinction between inanimate and animate in 3rd person singular pronouns?	1	n		nan	0:y;1:n	
GB169	wers1238	Is there a distinction between masculine and feminine in 3rd person singular pronouns?	0	n		nan	0:n	
GB170	wers1238	Can an attributive nominal modifier denoting a property concept agree with any gender/noun class of the noun it modifies?	3	n/a		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
GB171	wers1238	Can an adnominal demonstrative agree in gender/noun class with the noun it modifies?	4	n/a		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
GB172	wers1238	Can articles agree with the gender/noun class of the noun they modify?	2	n		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement, It is not clear whether it is an article
GB173	wers1238	Are noun class and number always marked by a portmanteau morpheme on the noun?	1	n/a		nan	1:n/a;0:n	
GB174	wers1238	Are noun class and number marked by a portmanteau morpheme on the noun in singular?	1	n/a		nan	1:n/a;0:n	
GB175	wers1238	Are noun class and number marked by a portmanteau morpheme on the noun in plural?	1	n/a		nan	1:n/a;0:n	
GB176	wers1238	Can agreement of gender/noun class and number be marked by a portmanteau morpheme on other items in the noun phrase?	1	n/a		nan	1:n/a;0:n	
GB177	wers1238	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument?	3	n		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, Animacy is treated as a gender and therefore the question does not make sense, The marker is adjacent to the verb but not treated as morphologically bound
GB178	wers1238	Are there several different singular genders/noun classes that can have the same plural gender/noun class?	1	n/a		nan	1:n/a;0:n	
GB179	wers1238	Are there genders/noun classes that cannot take number marking?	1	n/a		nan	1:n/a;0:n	
GB181	wers1238	Is number marking obligatory on certain (types of) nouns?	3	n/a		nan	3:n/a;1:?;2:y;0:n	
GB182	wers1238	Is number marking obligatory on animate nouns?	2	n/a		nan	2:n/a;1:?;0:n	
GB183	wers1238	Is number marking obligatory on human nouns?	2	n/a		nan	2:n/a;1:?;0:n	
GB184	wers1238	Can an attributive nominal modifier denoting a property concept agree with the number of the noun it modifies?	2	n		nan	1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the number of the noun is present but not called agreement
