Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
GB030	lamm1241	Is there a gender distinction in 3rd person pronouns (or demonstratives, if no 3rd person pronouns)?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB031	lamm1241	Is there a dual (or unit augmented) in addition to a plural (or augmented) number category in pronouns?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned
GB032	lamm1241	Are 1st and 2nd persons conflated in any context?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Same pronoun form covering both first and second person in some context, Person is marked on the verb and there is a context where first and second person are the same
GB033	lamm1241	Are 2nd and 3rd persons conflated in non-singular numbers?	0	n		nan	0:n	
GB034	lamm1241	Are person categories neutralized under some conditions?	2	n		nan	1: present;2:n;0: absent	Not mentioned, Under negation, In a certain TAM context, Unclear whether the verb form counts as finite
GB035	lamm1241	Is there an opposition between three or more distance terms in the demonstrative system?	3	n		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The distinction is distance from speaker versus hearer
GB036	lamm1241	Is elevation morphologically marked in demonstratives?	3	n	segments d/r vs p vs m (not morphemes) encode elevation in demonstratives 	nan	4:?;0: absent;5:n/a;1: present;2:y;3:n	Not mentioned
GB037	lamm1241	Is the opposition visible-non-visible marked on demonstratives?	3	y		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned
GB038	lamm1241	Are there demonstrative classifiers?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned, The demonstrative classifier system is the same as another classifier system, Demonstratives agree with what is treated as noun classes
GB039	lamm1241	Are there declensions (partly) determined by number of the noun?	2	n		nan	1: present;2:n;0: absent	Not mentioned, There are different forms for marking number depending on the noun class, There are different forms for marking number which seem to be phonologically conditioned, The markers are adjacentbut not treated as bound
GB040	lamm1241	Are there declensions (partly) determined by gender of the noun?	1	n/a		nan	1:n/a;0:n	
GB041	lamm1241	Are there nouns which are suppletive for number?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB042	lamm1241	Can singular number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB043	lamm1241	Can dual number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB044	lamm1241	Can plural number be marked on the noun itself?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB045	lamm1241	Is number marking prohibited on certain (types of) nouns?	3	n/a		nan	3:n/a;2:?;1:y;0:n	
GB046	lamm1241	Are there associative plurals?	2	y	the human nominalizing morpheme wala may function as an associative plural for nouns referring to humans 	Holton 2014a: 55	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned
GB047	lamm1241	Is there a productive morphologically marked Action/state nominalization (arrive/arrival)?	3	y	possessive prefix can derive nominalisations from verbs	Holton 2014a: 54	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound, The marker is also a noun
GB048	lamm1241	Is there a productive morphologically marked Agentive nominalization (sing-er)?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound, The marker means 'person' or similar
GB049	lamm1241	Is there a productive morphologically marked Object nominalization (sing; song)?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound, The marker means 'thing' or similar
GB050	lamm1241	Are there noun classes/genders?	1	n		Holton 2014a: 54	2:?;0:y;1:n	
GB051	lamm1241	Is sex a relevant category in any noun class/gender system?	3	n/a		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
GB052	lamm1241	Is shape a relevant category in any noun class/gender system?	4	n/a		nan	4:n/a;1: present;2:y;3:n;0: absent	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
GB053	lamm1241	Is animacy (without reference to sex) a relevant category in any noun class/gender system?	4	n/a		nan	4:n/a;1: present;2:y;3:n;0: absent	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
GB054	lamm1241	Is plant status a relevant category in any noun class/gender system?	?	Not known		nan	1: present;2:n;0: absent	Not mentioned, Nouns have semantic classification but the markers are not morphologically bound and are flexible, There is extensive classification but only to parts of the lexicon
GB055	lamm1241	Does the language only have a gender distinction in 3rd person pronouns?	1	n/a		nan	1:n/a;0:n	
GB056	lamm1241	Is there concord within the NP, i.e. agreement of elements within the NP with the noun class of a noun?	2	n/a		nan	2:n/a;1:y;0:n	
GB057	lamm1241	Are there numeral classifiers?	3	y		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, There are but they also have other functions such as classifying demonstratives, There are words with specific numeral meanings such as 'ten coconuts', There are different numerals used with different nouns
GB058	lamm1241	Are there possessive classifiers?	2	n		nan	1: present;2:n;0: absent	Not mentioned, There are but they also have other functions such as classifying demonstratives, There are words with specific possessive meaning such as 'my house', The classifiers reflect properties of the possessor rather than the possessum
GB059	lamm1241	Is alienable/inalienable a relevant distinction?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned
GB060	lamm1241	Are there different possessive constructions?	0	y		nan	0:y;1:n	
GB061	lamm1241	Can possession be marked by a prefix?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB062	lamm1241	Can possession be marked by a suffix?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB063	lamm1241	Can possession be marked on the nominal possessor?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB064	lamm1241	Can possession be marked on the nominal possessee?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB065	lamm1241	What is the order of possessor and possessed in the attributive possessive construction?	5	1		nan	2:Possessed-Possessor;1:Possessor-Possessed;5:1;4:both;6:3	Not mentioned, Pronouns use the opposite order
GB066	lamm1241	Are there different orders of elements in a possessive phrase for different classes of possession?	0	n	In possessive NP, possessor precedes possessee, but a genitive pronoun follows an adjunct NP (which can be omitted)	Holton 2014a: 65-66	1:y;0:n	
GB067	lamm1241	What is the counting system?	1	1		nan	2:decimal;1:1;0:2	
GB068	lamm1241	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) act like verbs in predicative position?	3	n		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Neither verbs nor adjectives receive marking, Some TAM and voice marking on verbs is not shared by adjectives
GB069	lamm1241	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?	3	n		nan	1: present;2:y;3:n;0: absent	Not mentioned, Neither verbs nor adjectives receive marking, Some TAM and voice marking on verbs is not shared by adjectives
GB070	lamm1241	Is there case marking for core nominal NPs (i.e., S, A or O function)?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB071	lamm1241	Is there case marking for core pronouns?	3	y		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB072	lamm1241	Is there case marking for oblique nominal NPs?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB073	lamm1241	Is there case marking for oblique pronouns?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the noun but not treated as morphologically bound
GB074	lamm1241	Are there prepositions?	2	n		nan	3:?;1: present;4:y;2:n;0: absent	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs, Only one or very few
GB075	lamm1241	Are there postpositions?	2	n	adposition-like elements behave like verbs.	nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs, Only one or very few
GB076	lamm1241	Are there adpositions to mark core NPs?	5	n/a		nan	4:?;0: absent;5:n/a;1: present;3:y;2:n	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs
GB077	lamm1241	Are there adpositions to mark oblique NPs?	5	n/a		nan	4:?;0: absent;5:n/a;1: present;3:y;2:n	Not mentioned, The markers are treated as bound to the noun, The adpositions are often also lexical nouns and verbs
GB078	lamm1241	Is there a distinction between locational and directional adpositions?	3	n/a		nan	3:n/a;2:?;1:y;0:n	
GB079	lamm1241	Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, Only one or very few
GB080	lamm1241	Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?	3	n		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, Only one or very few
GB081	lamm1241	Can infixation be used on verbs for derivational, aspectual, or voice-changing purposes?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, It is a type of reduplication, Some other doubt about why it is an infix
GB082	lamm1241	Is there present tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is described as non-past rather than specifically present, The marker conveys both tense and aspect, The markers are adjacent to the verb but not treated as morphologically bound
GB083	lamm1241	Is there past tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB084	lamm1241	Is there future tense regularly morphologically marked on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is described as conveying non-past rather than specifically future, The markers are adjacent to the verb but not treated as morphologically bound
GB085	lamm1241	Are there multiple past or future tenses, distinguishing distance from Time of Reference, marked on the verb?	1	n/a		nan	1:n/a;0:n	
GB086	lamm1241	Is a distinction between punctual/continuous aspect available as a morphological choice?	3	n	progressive and inceptive are morphologically marked	nan	1: present;2:y;3:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB087	lamm1241	Is a distinction between realis/irrealis mood available as a morphological choice?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, It is called 'realis'/'irrealis' by the grammar
GB088	lamm1241	Is there an apprehensive modal category marked on the verb also known as 'evitative', 'lest', etc.?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, There is a marker but it has other functions
GB089	lamm1241	Is the S participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB090	lamm1241	Is the S participant (at least sometimes) marked by a prefix/proclitic?	2	y		Holton, p.c. 2016	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB091	lamm1241	Is the A participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	3:?;1: present;4:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB092	lamm1241	Is the A participant (at least sometimes) marked by a prefix/proclitic?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB093	lamm1241	Is the O participant (at least sometimes) marked by a suffix/enclitic?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB094	lamm1241	Is the O participant (at least sometimes) marked by a prefix/proclitic?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB095	lamm1241	Are variations in marking strategies of core participants based on TAM distinctions?	2	n		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned
GB096	lamm1241	Are variations in marking strategies of core participants based on verb classes?	2	y		nan	4:n/a;1: present;2:y;3:n;0: absent	Not mentioned
GB097	lamm1241	Are variations in marking strategies of core participants based on clause type, e.g. main vs. subordinate?	2	n		nan	4:?;3:no data;0: absent;5:n/a;1: present;2:n	Not mentioned
GB098	lamm1241	Are variations in marking strategies of core participants based on person distinctions?	3	y	there are verbs that take a 1/2 person actor prefix and a 3 person undergoer prefix.	Holton 2014a: 79	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned
GB099	lamm1241	Do verb stems alter according to the person of a core participant?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned
GB100	lamm1241	Is number ever marked separately from person on the verb?	0	n		nan	1:y;0:n	
GB101	lamm1241	Are person, number and any TAM category (i.e. 3 or more categories in all) marked by portmanteau morphemes on verbs?	0	n		nan	0:n	
GB102	lamm1241	Are categories such as person, number, gender related to a single participant discontinuously marked on a verb?	0	n		nan	0:n	
GB103	lamm1241	Are benefactive nominals marked on the verb?	3	y		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB104	lamm1241	Can instruments be marked on the verb?	2	n		Holton, p.c. 2016	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB105	lamm1241	Can recipients be treated as a transitive object, i.e. as Direct Object?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned
GB106	lamm1241	Are there syntactically ditransitive verbs?	2	n	ma -nia 'come -give' is ditransitive but is a serial verb construction	Holton 2014a: 45	1: present;3:y;2:n;0: absent	Not mentioned, Only one or very few such as 'give'
GB107	lamm1241	Is negation marked morphologically on the verb?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the property word but not treated as morphologically bound
GB108	lamm1241	Can locative or direction be morphologically marked on the verb?	3	n		Holton, p.c. 2016	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB109	lamm1241	Are there suppletive verbs for number of participants?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Only one example
GB110	lamm1241	Are there suppletive verbs for tense or aspect?	2	n		nan	1: present;2:n;0: absent	Not mentioned, One or very few, Unclear whether the suppletive pattern is a conjugation class
GB111	lamm1241	Are there conjugation classes?	3	n		nan	1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound, They are transitive versus intransitive verbs
GB112	lamm1241	Are there (several) verbs which can be used either transitively or intransitively with no morphological marking?	3	y		Holton 2010: 109-110	4:?;1: present;3:y;2:n;0: absent	Not mentioned, There are only very few examples are or restricted in some way
GB113	lamm1241	Is there transitivising morphology (include clitics)?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB114	lamm1241	Is there morphology (include clitics) to mark a reflexive action?	2	n	reflexive can be encoded using a 4th person pronoun; or a prefix on the verb icw a free reflexive pronoun.	Holton 2014a: 72	5:?;0: absent;4:no data;1: present;3:y;2:n	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB115	lamm1241	Is there morphology (include clitics) to mark a reciprocal action?	3	n		Holton 2014a: 87	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound
GB116	lamm1241	Do verbs classify the shape, size, consistency or position of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Perhaps some examples but it does not seem to be a systematic feature of verbs, Resembles the noun class system, Resembles the noun classifier system
GB117	lamm1241	Is there a copula for predicate nominals?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, There is but it is not obligatory, There is but it is restricted such as in the past tense only, There is but it is a demonstrative
GB118	lamm1241	Are there serial verb constructions?	2	y		nan	1: present;2:y;0: absent	Not mentioned, Hard to distinguish from verb compounding, Limited to some verbs e.g. English 'go buy food'
GB119	lamm1241	Are there modal auxiliaries?	2	y		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	
GB120	lamm1241	Are there aspectual auxiliaries?	3	n		nan	1: present;2:y;3:n;0: absent	
GB121	lamm1241	Are there tense auxiliaries?	2	n		nan	1: present;3:y;2:n;0: absent	
GB122	lamm1241	Is verb compounding a regular process?	3	n	there are some serial verb constructions that may be analysed as verb compounds	Holton 2014a: 43	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Hard to distinguish from serial verb constructions
GB123	lamm1241	Are there verb-adjunct (aka light-verb) constructions?	2	y	these are referred to as 'auxiliary verbs' in the  sketch grammar.	nan	1: present;2:y;3:n;0: absent	Not mentioned
GB124	lamm1241	Is incorporation of nouns into verbs a productive intransitivizing process?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The noun appears adjacent to the verb but is not treated as morphologically bound
GB125	lamm1241	Is there productive incorporation of non-nominal elements (adjectives, locatives, etc.) into verbs?	2	n		nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB126	lamm1241	Is there one or more existential verb?	2	y	the verb wang	nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, It exists but is the same as the copula, It exists but also encodes position
GB127	lamm1241	Are there positional (classificatory) verbs?	2	y		Holton, p.c. 2016	6:?;0: absent;5:no data;2:y;1: present;3:n;4:y?	Not mentioned, They are not fully obligatory
GB128	lamm1241	Is the verb 'give' morphologically peculiar (different from most other verbs)?	0	n		nan	1:y;0:n	
GB129	lamm1241	Is there a notably small number, i.e. about 100 or less, of verbs in the language?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB130	lamm1241	What is the pragmatically unmarked order of S and V in intransitive clauses?	4	1		nan	3: both;4:1;1: SV;2: VS	Not mentioned, Pronouns have opposite order, Different depending on clause type or TAM etc., Occurs with a type of focus construction
GB131	lamm1241	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?	2	n		nan	1: present;2:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB132	lamm1241	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB133	lamm1241	Is a pragmatically unmarked constituent order verb-final for transitive clauses?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, Pronouns have a different order, Different depending on clause type or TAM etc.
GB134	lamm1241	Is the order of constituents the same in main and subordinate clauses?	4	n/a		nan	4:n/a;3:?;1: present;2:y;0: absent	Not mentioned, Only in some type of subordinate clauses, Order is more restricted in main clauses, Order is more restricted in subordinate clauses
GB135	lamm1241	Do clausal objects occur in the same position as nominal objects?	2	y		nan	4:?;0: absent;5:n/a;1: present;2:y;3:n	Not mentioned
GB136	lamm1241	Is constituent order fixed?	2	y		nan	1: present;2:y;0: absent	Not mentioned that there is any variation, There is variation due to topicalisation and focus
GB137	lamm1241	Can negation be marked clause-finally?	2	y		nan	1: present;2:y;3:n;0: absent	Not mentioned, Only in some sentences where a normally initial element such as the subject is not present, Negation is marked on the verb which appears clause-initially
GB138	lamm1241	Can negation be marked clause-initially?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, Only in some sentences where a normally final element such as the direct object is not present, Negation is marked on the verb which appears clause-finally
GB139	lamm1241	Is there a difference between imperative and declarative negation?	2	y	Negative imperative constructions are marked with the clause-final particle	Holton 2014a: 52	3:?;1: present;2:y;0: absent	Not mentioned, Difference in word order, Difference in the form of the negator, Difference in the presence of a particular element which is not analysed as part of the negator
GB140	lamm1241	Are verbal and non-verbal predicates marked by the same negator?	3	y	gayang.	nan	4:?;1: present;3:y;2:n;0: absent	Not mentioned, A special negator or negative form of the verb is used for existential meanings, A special negator or negative form of the copula is used with nominal predicates, A special negator or negative form of the copula is used with predicative adjectives, Other negative forms but which are discounted by the clarifying comment
GB141	lamm1241	Are S and O conflated morphologically in at least some basic constructions, i.e. simple main clauses?	3	n		Holton, p.c. 2016	4:?;1: present;2:y;3:n;0: absent	Not mentioned
GB142	lamm1241	Are S and A conflated morphologically in at least some basic constructions, i.e. simple main clauses?	3	n		Holton, p.c. 2016	4:?;1: present;2:y;3:n;0: absent	Not mentioned
GB143	lamm1241	Are S and O conflated morphologically across clause boundaries, i.e. acting as syntactic pivot?	0	n		Holton, p.c. 2016	2:no data;3:?;1:y;0:n	
GB144	lamm1241	Are S and A conflated morphologically across clause boundaries, i.e. acting as syntactic pivot?	0	n		Holton, p.c. 2016	2:no data;3:?;1:y;0:n	
GB145	lamm1241	Do S and O operate in the same way, and differently from A, for the purpose of any syntactic construction?	1	n		nan	2:?;0:y;1:n	
GB146	lamm1241	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?	3	n		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The experiencer is expressed as an object, Only for mental states and emotions, There are verbs with unusual case frames but not necessarily controlled versus uncontrolled
GB147	lamm1241	Is there a morphologically marked passive construction?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB148	lamm1241	Is there a morphologically marked antipassive?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB149	lamm1241	Is there a morphologically marked inverse?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB150	lamm1241	Is there clause chaining?	3	n		nan	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Hard to distinguish from serial verb constructions
GB151	lamm1241	Is there a morphologically-marked switch reference system?	2	n	In discourse context fourth-person pronouns function as switch-reference marker, but this is a derived function of these free pronouns, and they are not affixes.	Holton 2014a: 72	1: present;3:y;2:n;0: absent	Not mentioned
GB152	lamm1241	Is there a morphologically marked distinction between simultaneous and sequential clauses?	3	n		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, There is a marker adjacent to the verb but not treated as morphologically bound
GB153	lamm1241	Is the verb 'say' or a quotative construction used in desiderative constructions?	0	n		nan	1:?;2:y;0:n	
GB154	lamm1241	Are causatives formed by serial verb constructions?	0	y		Holton 2014a: 82	2:?;0:y;1:n	
GB155	lamm1241	Are causatives formed by affixes/clitics?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB156	lamm1241	Are causatives formed by constructions involving 'say'?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB157	lamm1241	Is there tail-head linkage?	3	n		nan	6:?;0: absent;5:no data;1: present;4:no d ata;2:y;3:n	Not mentioned
GB158	lamm1241	Are verbs reduplicated?	3	n	verb reduplication is not productive	Holton 2014a: 43	5:?;0: absent;4:no data;1: present;2:y;3:n	Not mentioned, Some examples but not productive, Possible partial reduplication, There are instances of repeated verbs but that does not count as reduplication
GB159	lamm1241	Are nouns reduplicated?	2	n	There are a few nominal compounds that consist of a reduplication but this is  an unproductive and semantically  opaque process.	Holton 2014a: 43	5:?;0: absent;4:no data;1: present;3:y;2:n	Not mentioned, Some examples but not productive, Possible partial reduplication, The prototypical noun 'book book' type reduplication is known to exist but not other types
GB160	lamm1241	Are elements apart from verbs or nouns reduplicated?	2	y	e.g., numerals	Holton, p.c. 2016	5:?;0: absent;3:no data;1: present;2:y;4:n	Not mentioned, Numerals are reduplicated, Adjectives are reduplicated but are arguably a type of verb, Possible partial reduplication
GB162	lamm1241	Is there a distinction between masculine and feminine in 1st person pronouns?	0	n		nan	0:n	
GB163	lamm1241	How many genders/noun classes are there?	4	n/a		nan	4:n/a;3:?;2:n;1:2;0:several	
GB165	lamm1241	Can trial number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB166	lamm1241	Can paucal number be marked on the noun itself?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB167	lamm1241	Are there logophoric pronouns for the 3rd person?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB168	lamm1241	Is there a distinction between inanimate and animate in 3rd person singular pronouns?	1	n		nan	0:y;1:n	
GB169	lamm1241	Is there a distinction between masculine and feminine in 3rd person singular pronouns?	0	n		nan	0:n	
GB170	lamm1241	Can an attributive nominal modifier denoting a property concept agree with any gender/noun class of the noun it modifies?	3	n/a		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
GB171	lamm1241	Can an adnominal demonstrative agree in gender/noun class with the noun it modifies?	4	n/a		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
GB172	lamm1241	Can articles agree with the gender/noun class of the noun they modify?	2	n		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement, It is not clear whether it is an article
GB173	lamm1241	Are noun class and number always marked by a portmanteau morpheme on the noun?	1	n/a		nan	1:n/a;0:n	
GB174	lamm1241	Are noun class and number marked by a portmanteau morpheme on the noun in singular?	1	n/a		nan	1:n/a;0:n	
GB175	lamm1241	Are noun class and number marked by a portmanteau morpheme on the noun in plural?	1	n/a		nan	1:n/a;0:n	
GB176	lamm1241	Can agreement of gender/noun class and number be marked by a portmanteau morpheme on other items in the noun phrase?	1	n/a		nan	1:n/a;0:n	
